draw,district,total_pop,chain,pop_overlap,total_vap,plan_dev,comp_edge,comp_polsby,pop_hisp,pop_white,pop_black,pop_aian,pop_asian,pop_nhpi,pop_other,pop_two,vap_hisp,vap_white,vap_black,vap_aian,vap_asian,vap_nhpi,vap_other,vap_two,pre_16_dem_cli,pre_16_rep_tru,uss_18_dem_whi,uss_18_rep_fla,gov_18_dem_rai,gov_18_rep_fun,atg_18_dem_ner,sos_18_dem_gor,sos_18_rep_cor,pre_20_dem_bid,pre_20_rep_tru,uss_20_dem_ree,uss_20_rep_wat,arv_16,adv_16,arv_18,adv_18,arv_20,adv_20,county_splits,muni_splits,ndv,nrv,ndshare,e_dvs,pr_dem,e_dem,pbias,egap
4173,1,547965, 2,0.6397,438036,0.0013204189,0.9545,0.1685,127148,316756,39436,1671,22838,160,8398,31558, 88366,272056,29724,1299,18855,128,6242,21366,122787, 67094,108122,51657, 93325,50280,121534,113638,42289,142867, 75890,150108, 60786, 67094,122787,48076,109155, 68339,146487,2,3,121769, 57999,0.6774,0.6778,1.0000,2.000,0,-0.25606
4173,2,549414, 2,0.6397,449558,0.0013204189,0.9545,0.2263, 54953,437294,15950,1842,15529,160,2994,20692, 37622,370379,12200,1400,12557,127,2211,13062,129738,113448,123356,92763,104797,89653,152816,133638,77003,164619,124032,178466,104069,113448,129738,86473,128651,114051,171542,2,3,141061,100162,0.5848,0.5799,1.0000,2.000,0,-0.25606
4174,1,550162, 2,0.7397,437326,0.0026836672,0.9550,0.1624,127452,318761,40682,1524,21851,155,8590,31147, 88527,271584,30468,1172,18007,120,6432,21016,124417, 70131,109408,54528, 95221,52780,123621,115009,45007,144149, 79608,150666, 64500, 70131,124417,50772,110814, 72056,147408,3,2,123213, 61092,0.6685,0.6689,1.0000,2.000,0,-0.25606
4174,2,547217, 2,0.7397,450268,0.0026836672,0.9550,0.1986, 54649,435289,14704,1989,16516,165,2802,21103, 37461,370851,11456,1527,13405,135,2021,13412,128109,110411,122069,89892,102901,87153,150729,132267,74286,163336,120314,177908,100355,110411,128109,83777,126992,110334,170622,3,2,139617, 97069,0.5899,0.5850,1.0000,2.000,0,-0.25606
4175,1,551413, 2,0.7304,438235,0.0049636452,0.9810,0.4244,141528,304087,42658,1627,21942,168,8674,30729, 98190,261144,31755,1230,18512,128,6455,20821,118364, 68672,102905,51883, 89161,50361,116795,108315,42657,135222, 78248,142559, 61808, 68672,118364,48301,104294, 70029,138891,1,2,116189, 58938,0.6635,0.6642,1.0000,2.000,0,-0.25606
4175,2,545966, 2,0.7304,449359,0.0049636452,0.9810,0.3614, 40573,449963,12728,1886,16425,152,2718,21521, 27798,381291,10169,1469,12900,127,1998,13607,134161,111869,128572,92537,108961,89572,157555,138961,76636,172263,121674,186014,103047,111869,134161,86248,133512,112361,179138,1,2,146642, 99223,0.5964,0.5916,1.0000,2.000,0,-0.25606
4176,1,550770, 2,0.7390,444874,0.0037917620,0.9524,0.1985, 74245,391514,25966,1164,19118,147,7820,30796, 50717,331373,19393, 895,15943,114,5918,20521,121282, 94318,110996,73779, 94349,71482,133736,119680,60830,147741,105077,159001, 85513, 94318,121282,68697,114690, 95296,153371,4,3,126683, 81833,0.6075,0.6050,1.0000,2.000,0,-0.25606
4176,2,546609, 2,0.7390,442720,0.0037917620,0.9524,0.2298,107856,362536,29420,2349,19249,173,3572,21454, 75271,311062,22531,1804,15469,141,2535,13907,131243, 86224,120481,70641,103773,68451,140614,127596,58463,159745, 94845,169572, 79342, 86224,131243,65851,123116, 87093,164658,4,3,136147, 76328,0.6408,0.6385,1.0000,2.000,0,-0.25606
4177,1,550532, 2,0.5168,448537,0.0033580012,0.9580,0.1966, 57459,433221,17278,1849,15455,169,3364,21737, 38595,366639,12940,1390,12645,128,2500,13700,125272,109617,118341,88097,102351,82098,145754,128093,72969,158638,120527,171543,100777,109617,125272,81055,123634,110653,165091,3,1,135713, 95681,0.5865,0.5828,1.0000,2.000,0,-0.25606
4177,2,546847, 2,0.5168,439057,0.0033580012,0.9580,0.2142,124642,320829,38108,1664,22912,151,8028,30513, 87393,275796,28984,1309,18767,127,5953,20728,127253, 70925,113136,56323, 95771,57835,128597,119183,46324,148847, 79395,157031, 64078, 70925,127253,53494,114172, 71737,152939,3,1,127117, 62480,0.6705,0.6693,1.0000,2.000,0,-0.25606
4178,1,547782, 2,0.7415,434610,0.0016539409,0.9792,0.4082,145153,294659,43635,1672,22833,168,8762,30900,100918,252984,32618,1284,19204,131,6518,20953,119588, 63778,103809,48594, 90051,47398,116035,108708,39994,136294, 73128,142531, 58074, 63778,119588,45329,104650, 65602,139413,1,2,116716, 55161,0.6791,0.6801,1.0000,2.000,0,-0.25606
4178,2,549597, 2,0.7415,452984,0.0016539409,0.9792,0.3703, 36948,459391,11751,1841,15534,152,2630,21350, 25070,389451, 9306,1415,12208,124,1935,13475,132937,116764,127668,95826,108071,92535,158316,138568,79298,171192,126794,186043,106781,116764,132937,89219,133156,116788,178616,1,2,146114,103000,0.5865,0.5814,1.0000,2.000,0,-0.25606
4179,1,547735, 2,0.6343,435789,0.0017395995,0.9693,0.3782,142799,301189,41251,1633,24880,160,7631,28192, 99231,258740,31091,1258,20707,126,5638,18998,118838, 69860,103846,53777, 88534,54600,118606,109219,44566,135360, 79532,143347, 63166, 69860,118838,50981,105050, 71350,139353,1,3,116821, 60916,0.6573,0.6569,1.0000,2.000,0,-0.25606
4179,2,549644, 2,0.6343,451805,0.0017395995,0.9693,0.2757, 39302,452861,14135,1880,13487,160,3761,24058, 26757,383695,10833,1441,10705,129,2815,15430,133688,110682,127631,90644,109589,85333,155744,138057,74727,172126,120390,185227,101689,110682,133688,83567,132755,111040,178676,1,3,146009, 97245,0.6002,0.5961,1.0000,2.000,0,-0.25606
4180,1,551413, 2,0.7304,438235,0.0049636452,0.9810,0.4244,141528,304087,42658,1627,21942,168,8674,30729, 98190,261144,31755,1230,18512,128,6455,20821,118364, 68672,102905,51883, 89161,50361,116795,108315,42657,135222, 78248,142559, 61808, 68672,118364,48301,104294, 70029,138891,1,2,116189, 58938,0.6635,0.6642,1.0000,2.000,0,-0.25606
4180,2,545966, 2,0.7304,449359,0.0049636452,0.9810,0.3614, 40573,449963,12728,1886,16425,152,2718,21521, 27798,381291,10169,1469,12900,127,1998,13607,134161,111869,128572,92537,108961,89572,157555,138961,76636,172263,121674,186014,103047,111869,134161,86248,133512,112361,179138,1,2,146642, 99223,0.5964,0.5916,1.0000,2.000,0,-0.25606
4181,1,548329, 2,0.6577,435369,0.0006570200,0.9792,0.4571,148402,293378,43138,1631,25089,172,7840,28679,103235,252781,32152,1226,20828,133,5779,19235,117430, 69605,101824,53187, 86324,54918,117452,107173,44061,133545, 78302,141714, 61150, 69605,117430,50722,103193, 69727,137630,2,3,115066, 60203,0.6565,0.6556,1.0000,2.000,0,-0.25606
4181,2,549050, 2,0.6577,452225,0.0006570200,0.9792,0.2879, 33699,460672,12248,1882,13278,148,3552,23571, 22753,389654, 9772,1473,10584,122,2674,15193,135095,110937,129653,91233,111798,85015,156899,140103,75232,173941,121620,186860,103705,110937,135095,83827,134613,112663,180400,2,3,147764, 97958,0.6013,0.5977,1.0000,2.000,0,-0.25606
4182,1,549805, 2,0.7397,435979,0.0020330260,0.9758,0.2793,146230,294794,43904,1686,23267,168,8780,30976,101600,253092,32819,1296,19524,131,6527,20990,119897, 63649,104015,48474, 90131,47459,116208,108847,39942,136577, 72972,142823, 57901, 63649,119897,45292,104800, 65437,139701,1,2,116928, 55066,0.6798,0.6809,1.0000,2.000,0,-0.25606
4182,2,547574, 2,0.7397,451615,0.0020330260,0.9758,0.3157, 35871,459256,11482,1827,15100,152,2612,21274, 24388,389343, 9105,1403,11888,124,1926,13438,132628,116893,127462,95947,107991,92474,158143,138429,79350,170908,126950,185750,106954,116893,132628,89256,133006,116953,178329,1,2,145902,103095,0.5860,0.5808,1.0000,2.000,0,-0.25606
4183,1,547684, 2,0.7270,435022,0.0018325483,0.9805,0.3947,141302,301393,42453,1610,21664,168,8557,30537, 98048,258714,31569,1213,18304,128,6354,20692,117463, 68094,102018,51429, 88387,49929,115784,107352,42305,134072, 77616,141345, 61303, 68094,117463,47888,103385, 69460,137709,1,2,115203, 58446,0.6634,0.6642,1.0000,2.000,0,-0.25606
4183,2,549695, 2,0.7270,452572,0.0018325483,0.9805,0.3509, 40799,452657,12933,1903,16703,152,2835,21713, 27940,383721,10355,1486,13108,127,2099,13736,135062,112448,129459,92991,109736,90004,158566,139924,76988,173413,122306,187229,103552,112448,135062,86660,134421,112929,180320,1,2,147627, 99715,0.5969,0.5921,1.0000,2.000,0,-0.25606
4184,1,551096, 2,0.7336,436871,0.0043859050,0.9727,0.2674,151157,288701,44791,1719,24857,165,8832,30874,105079,248645,33499,1328,20721,128,6549,20922,120821, 62867,104605,47886, 90246,48163,117211,109278,39524,137157, 71596,143786, 56052, 62867,120821,45192,105334, 63825,140472,1,2,117586, 54348,0.6839,0.6844,1.0000,2.000,0,-0.25606
4184,2,546283, 2,0.7336,450723,0.0043859050,0.9727,0.2756, 30944,465349,10595,1794,13510,155,2560,21376, 20909,393790, 8425,1371,10691,127,1904,13506,131704,117674,126872,96534,107876,91770,157140,137998,79768,170328,128326,184788,108802,117674,131704,89357,132472,118565,177557,1,2,145244,103813,0.5832,0.5783,1.0000,2.000,0,-0.25606
4185,1,546608, 2,0.7024,436761,0.0037935845,0.9740,0.4095,129062,313082,41291,1569,21675,171,8639,31119, 89555,269026,30918,1206,18395,133,6442,21086,118550, 70135,104213,53207, 89873,51974,118586,109866,43767,137350, 79396,144990, 62960, 70135,118550,49650,105634, 71179,141170,1,3,117632, 60239,0.6613,0.6617,1.0000,2.000,0,-0.25606
4185,2,550771, 2,0.7024,450833,0.0037935845,0.9740,0.3525, 53039,440968,14095,1944,16692,149,2753,21131, 36433,373409,11006,1493,13017,122,2011,13342,133975,110407,127265,91213,108249,87959,155765,137410,75526,170136,120526,183584,101895,110407,133975,84899,132172,111211,176859,1,3,145198, 97922,0.5972,0.5927,1.0000,2.000,0,-0.25606
4186,1,550661, 2,0.7250,439552,0.0035931068,0.9515,0.1519,138370,307307,41737,1650,22153,160,8610,30674, 96822,264129,31282,1287,18561,130,6366,20975,129894, 65725,113625,51547, 99812,49227,127389,119152,42076,149805, 73460,156358, 59045, 65725,129894,47617,114994, 66253,153081,4,2,128004, 56846,0.6925,0.6929,1.0000,2.000,0,-0.25606
4186,2,546718, 2,0.7250,448042,0.0035931068,0.9515,0.1623, 43731,446743,13649,1863,16214,160,2782,21576, 29166,378306,10642,1412,12851,125,2087,13453,122631,114817,117852,92873, 98310,90706,146961,128124,77216,157681,126462,172216,105810,114817,122631,86931,122812,116137,164948,4,2,134826,101315,0.5710,0.5657,1.0000,2.000,0,-0.25606
4187,1,547113, 2,0.6271,435266,0.0028732097,0.9736,0.3938,141435,303268,40464,1614,24735,158,7554,27885, 98105,260565,30369,1232,20530,122,5578,18765,116906, 71845,102230,55130, 86683,56381,117867,107792,45710,133484, 81652,141964, 64679, 71845,116906,52408,103642, 73166,137724,2,4,115275, 62566,0.6482,0.6474,1.0000,2.000,0,-0.25606
4187,2,550266, 2,0.6271,452328,0.0028732097,0.9736,0.2806, 40666,450782,14922,1899,13632,162,3838,24365, 27883,381870,11555,1467,10882,133,2875,15663,135619,108697,129247,89291,111439,83552,156484,139484,73583,174002,118270,186610,100176,108697,135619,82141,134164,109223,180305,2,4,147555, 95595,0.6068,0.6031,1.0000,2.000,0,-0.25606
4188,1,551413, 2,0.7304,438235,0.0049636452,0.9810,0.4244,141528,304087,42658,1627,21942,168,8674,30729, 98190,261144,31755,1230,18512,128,6455,20821,118364, 68672,102905,51883, 89161,50361,116795,108315,42657,135222, 78248,142559, 61808, 68672,118364,48301,104294, 70029,138891,1,2,116189, 58938,0.6635,0.6642,1.0000,2.000,0,-0.25606
4188,2,545966, 2,0.7304,449359,0.0049636452,0.9810,0.3614, 40573,449963,12728,1886,16425,152,2718,21521, 27798,381291,10169,1469,12900,127,1998,13607,134161,111869,128572,92537,108961,89572,157555,138961,76636,172263,121674,186014,103047,111869,134161,86248,133512,112361,179138,1,2,146642, 99223,0.5964,0.5916,1.0000,2.000,0,-0.25606
4189,1,547885, 2,0.6598,439864,0.0014662209,0.9684,0.2959,117967,329418,37647,1437,22114,163,8413,30726, 81543,283253,28283,1097,18520,124,6293,20751,116808, 77197,104108,59018, 87961,59402,121448,110551,48680,137562, 86370,146692, 68581, 77197,116808,55700,106017, 77476,142127,2,3,117876, 66540,0.6392,0.6379,1.0000,2.000,0,-0.25606
4189,2,549494, 2,0.6598,447730,0.0014662209,0.9684,0.3001, 64134,424632,17739,2076,16253,157,2979,21524, 44445,359182,13641,1602,12892,131,2160,13677,135717,103345,127370,85402,110161,80531,152902,136725,70613,169924,113552,181882, 96274,103345,135717,78848,131789,104913,175902,2,3,144954, 91621,0.6127,0.6095,1.0000,2.000,0,-0.25606
4190,1,551032, 2,0.5800,437705,0.0042692634,0.9732,0.5368,136517,318505,37821,1527,22979,149,6805,26729, 94540,271774,28087,1142,19203,113,4977,17869,116056, 79774,102079,61599, 86582,61692,119980,108539,51232,133275, 90591,142738, 72682, 79774,116056,58175,104294, 81638,138007,2,3,115607, 69595,0.6242,0.6229,1.0000,2.000,0,-0.25606
4190,2,546347, 2,0.5800,449889,0.0042692634,0.9732,0.2888, 45584,435545,17565,1986,15388,171,4587,25521, 31448,370661,13837,1557,12209,142,3476,16559,136469,100768,129398,82821,111540,78241,154370,138737,68061,174210,109331,185836, 92173,100768,136469,76374,133511,100752,180022,2,3,147223, 88566,0.6244,0.6211,1.0000,2.000,0,-0.25606
4191,1,551413, 2,0.7304,438235,0.0049636452,0.9810,0.4244,141528,304087,42658,1627,21942,168,8674,30729, 98190,261144,31755,1230,18512,128,6455,20821,118364, 68672,102905,51883, 89161,50361,116795,108315,42657,135222, 78248,142559, 61808, 68672,118364,48301,104294, 70029,138891,1,2,116189, 58938,0.6635,0.6642,1.0000,2.000,0,-0.25606
4191,2,545966, 2,0.7304,449359,0.0049636452,0.9810,0.3614, 40573,449963,12728,1886,16425,152,2718,21521, 27798,381291,10169,1469,12900,127,1998,13607,134161,111869,128572,92537,108961,89572,157555,138961,76636,172263,121674,186014,103047,111869,134161,86248,133512,112361,179138,1,2,146642, 99223,0.5964,0.5916,1.0000,2.000,0,-0.25606
4192,1,550412, 2,0.7185,437211,0.0031392983,0.9801,0.3858,145086,297306,43200,1649,23819,165,8683,30504,100574,256102,32146,1252,19909,125,6442,20661,118562, 67668,102904,51120, 88667,51039,117240,108116,42134,135143, 76480,142866, 59633, 67668,118562,48098,104232, 68058,139005,1,3,116214, 58012,0.6670,0.6672,1.0000,2.000,0,-0.25606
4192,2,546967, 2,0.7185,450383,0.0031392983,0.9801,0.2995, 37015,456744,12186,1864,14548,155,2709,21746, 25414,386333, 9778,1447,11503,130,2011,13767,133963,112874,128573,93301,109455,88894,157110,139160,77159,172343,123442,185708,105222,112874,133963,86451,133574,114332,179024,1,3,146616,100149,0.5942,0.5897,1.0000,2.000,0,-0.25606
4193,1,548202, 2,0.7176,437208,0.0008884806,0.9532,0.2070,114992,337904,36687,1401,17956,149,8289,30824, 79200,288133,27336,1070,14609,110,6184,20566,120242, 78867,107300,60663, 92459,58248,124650,114007,49916,143143, 87910,151987, 70595, 78867,120242,56276,109604, 79254,147566,3,2,121970, 67699,0.6431,0.6423,1.0000,2.000,0,-0.25606
4193,2,549177, 2,0.7176,450386,0.0008884806,0.9532,0.2093, 67109,416146,18699,2112,20411,171,3103,21426, 46788,354302,14588,1629,16803,145,2269,13862,132283,101674,124178,83758,105663,81685,149701,133269,69377,164342,112012,176586, 94260,101674,132283,78273,128202,103136,170463,3,2,140861, 90462,0.6089,0.6052,1.0000,2.000,0,-0.25606
4194,1,549343, 2,0.6585,441156,0.0011910197,0.9654,0.3891,102543,353549,33015,1319,20101,155,8209,30452, 70369,301565,24521,1001,16931,115,6139,20515,115225, 87276,103609,67131, 87307,66398,123887,111223,55516,137001, 97722,147639, 78484, 87276,115225,63016,106507, 88105,142320,2,3,117985, 75421,0.6100,0.6079,1.0000,2.000,0,-0.25606
4194,2,548036, 2,0.6585,446438,0.0011910197,0.9654,0.2990, 79558,400501,22371,2194,18266,165,3183,21798, 55619,340870,17403,1698,14481,140,2314,13913,137300, 93266,127868,77290,110815,73535,150463,136053,63777,170485,102200,180934, 86370, 93266,137300,71533,131299, 94285,175709,2,3,144846, 82740,0.6364,0.6338,1.0000,2.000,0,-0.25606
4195,1,549066, 2,0.5964,450024,0.0006861804,0.9584,0.3342, 85606,370450,34027,1677,19780,185,7127,30214, 60355,319706,26188,1318,16525,153,5382,20397,138987, 77800,126687,63521,110645,60842,144386,133605,51884,168384, 84716,176402, 70046, 77800,138987,58749,128831, 77381,172392,3,3,142728, 68134,0.6769,0.6756,1.0000,2.000,0,-0.25606
4195,2,548313, 2,0.5964,437570,0.0006861804,0.9584,0.2487, 96495,383600,21359,1836,18587,135,4265,22036, 65633,322729,15736,1381,14887,102,3071,14031,113538,102742,104790,80899, 87477,79090,129965,113671,67409,139102,115206,152172, 94808,102742,113538,75799,108975,105008,145637,3,3,120102, 90027,0.5716,0.5676,1.0000,2.000,0,-0.25606
4196,1,548919, 2,0.5115,440155,0.0004182693,0.9680,0.4579,118919,341262,34241,1557,24890,140,4984,22926, 82311,291178,25895,1206,20610,108,3708,15139,116658, 87662,105168,68403, 87385,70155,126002,112495,56886,136432, 98637,147892, 79448, 87662,116658,65149,107762, 89044,142162,2,3,118862, 76865,0.6073,0.6044,1.0000,2.000,0,-0.25606
4196,2,548460, 2,0.5115,447439,0.0004182693,0.9680,0.2622, 63182,412788,21145,1956,13477,180,6408,29324, 43677,351257,16029,1493,10802,147,4745,19289,135867, 92880,126310,76017,110737,69778,148348,134781,62407,171054,101285,180682, 85407, 92880,135867,69400,130044, 93346,175867,2,3,143969, 81296,0.6391,0.6371,1.0000,2.000,0,-0.25606
4197,1,551238, 2,0.6567,442698,0.0046447034,0.9710,0.4042,109537,346021,35487,1380,19365,155,8325,30968, 75537,295869,26479,1042,16461,117,6241,20952,116649, 82657,104595,63229, 89274,61328,122940,111783,52108,138301, 92800,147861, 74593, 82657,116649,58889,107148, 83698,143082,2,2,118772, 71119,0.6255,0.6244,1.0000,2.000,0,-0.25606
4197,2,546141, 2,0.6567,444896,0.0046447034,0.9710,0.3156, 72564,408029,19899,2133,19002,165,3067,21282, 50451,346566,15445,1657,14951,138,2212,13476,135876, 97885,126882,81191,108848,78605,151411,135493,67185,169184,107122,180712, 90262, 97885,135876,75660,130658, 98692,174948,2,2,144058, 87042,0.6234,0.6199,1.0000,2.000,0,-0.25606
4198,1,546276, 2,0.7379,434094,0.0043986626,0.9827,0.4558,147677,289441,44345,1675,23451,168,8771,30748,102716,249696,33144,1286,19718,130,6521,20883,119636, 63045,103524,47406, 90075,46394,115888,108329,38907,135721, 71656,142476, 55881, 63045,119636,44236,104454, 63770,139099,1,2,116521, 53881,0.6838,0.6849,1.0000,2.000,0,-0.25606
4198,2,551103, 2,0.7379,453500,0.0043986626,0.9827,0.3247, 34424,464609,11041,1838,14916,152,2621,21502, 23272,392739, 8780,1413,11694,125,1932,13545,132890,117497,127953,97015,108047,93539,158462,138947,80385,171765,128266,186097,108974,117497,132890,90312,133352,118620,178930,1,2,146309,104280,0.5839,0.5787,1.0000,2.000,0,-0.25606
4199,1,546276, 2,0.7379,434094,0.0043986626,0.9827,0.4558,147677,289441,44345,1675,23451,168,8771,30748,102716,249696,33144,1286,19718,130,6521,20883,119636, 63045,103524,47406, 90075,46394,115888,108329,38907,135721, 71656,142476, 55881, 63045,119636,44236,104454, 63770,139099,1,2,116521, 53881,0.6838,0.6849,1.0000,2.000,0,-0.25606
4199,2,551103, 2,0.7379,453500,0.0043986626,0.9827,0.3247, 34424,464609,11041,1838,14916,152,2621,21502, 23272,392739, 8780,1413,11694,125,1932,13545,132890,117497,127953,97015,108047,93539,158462,138947,80385,171765,128266,186097,108974,117497,132890,90312,133352,118620,178930,1,2,146309,104280,0.5839,0.5787,1.0000,2.000,0,-0.25606
4200,1,550612, 2,0.6787,436567,0.0035038032,0.9710,0.3359,150976,290545,43835,1642,25256,164,8388,29806,104936,250118,32745,1257,21025,126,6177,20183,119098, 65950,103085,49997, 88445,50842,116747,107922,41437,134863, 74909,142509, 58379, 65950,119098,47426,104049, 66645,138686,1,3,116096, 56919,0.6710,0.6711,1.0000,2.000,0,-0.25606
4200,2,546767, 2,0.6787,451027,0.0035038032,0.9710,0.2524, 31125,463505,11551,1871,13111,156,3004,22444, 21052,392317, 9179,1442,10387,129,2276,14245,133427,114591,128392,94424,109677,89091,157603,139354,77856,172622,125012,186065,106475,114591,133427,87123,133757,115744,179343,1,3,146735,101242,0.5917,0.5873,1.0000,2.000,0,-0.25606
4201,1,548714, 2,0.5505,433833,0.0000446518,0.9645,0.4414,129798,327164,36071,1446,18938,140,7195,27962, 89308,277854,26503,1064,15259,101,5270,18474,110642, 84761, 98121,64795, 81590,65031,117502,105088,53984,129992, 95912,140613, 76734, 84761,110642,61270,100575, 86325,135303,2,3,111936, 73536,0.6035,0.6013,1.0000,2.000,0,-0.25606
4201,2,548665, 2,0.5505,453761,0.0000446518,0.9645,0.2701, 52303,426886,19315,2067,19429,180,4197,24288, 36680,364581,15421,1635,16153,154,3183,15954,141884, 95781,133357,79625,116532,74902,156848,142188,65309,177494,104009,187961, 88121, 95781,141884,73279,137231, 96065,182726,2,3,150895, 84625,0.6407,0.6381,1.0000,2.000,0,-0.25606
4202,1,549904, 2,0.6280,443523,0.0022134559,0.9662,0.2769,122176,325408,39959,1640,21663,156,8203,30699, 86019,280841,30368,1288,17859,129,6111,20908,132503, 69380,117387,55016,101464,54424,132075,123298,44939,155077, 76690,162374, 61892, 69380,132503,51460,118556, 69292,158725,3,2,132026, 60390,0.6861,0.6857,1.0000,2.000,0,-0.25606
4202,2,547475, 2,0.6280,444071,0.0022134559,0.9662,0.2298, 59925,428642,15427,1873,16704,164,3189,21551, 39969,361594,11556,1411,13553,126,2342,13520,120022,111162,114090,89404, 96658,85509,142275,123978,74353,152409,123232,166200,102963,111162,120022,83089,119250,113098,159304,3,2,130805, 97771,0.5723,0.5677,1.0000,2.000,0,-0.25606
4203,1,545985, 2,0.8187,437918,0.0049290172,0.9545,0.1671,112745,334725,37102,1440,19593,173,8461,31746, 78154,286698,27872,1118,16249,133,6320,21374,126886, 69762,112287,53969, 99696,50165,126607,117946,44272,150209, 77337,156745, 62295, 69762,126886,49469,114134, 69817,153477,2,3,127196, 59632,0.6808,0.6814,1.0000,2.000,0,-0.25606
4203,2,551394, 2,0.8187,449676,0.0049290172,0.9545,0.2539, 69356,419325,18284,2073,18774,147,2931,20504, 47834,355737,14052,1581,15163,122,2133,13054,125640,110780,119190,90452, 98426,89768,147744,129330,75021,157277,122585,171829,102560,110780,125640,85080,123671,112573,164553,2,3,135634, 98529,0.5792,0.5740,1.0000,2.000,0,-0.25606
4204,1,548919, 2,0.5115,440155,0.0004182693,0.9680,0.4579,118919,341262,34241,1557,24890,140,4984,22926, 82311,291178,25895,1206,20610,108,3708,15139,116658, 87662,105168,68403, 87385,70155,126002,112495,56886,136432, 98637,147892, 79448, 87662,116658,65149,107762, 89044,142162,2,3,118862, 76865,0.6073,0.6044,1.0000,2.000,0,-0.25606
4204,2,548460, 2,0.5115,447439,0.0004182693,0.9680,0.2622, 63182,412788,21145,1956,13477,180,6408,29324, 43677,351257,16029,1493,10802,147,4745,19289,135867, 92880,126310,76017,110737,69778,148348,134781,62407,171054,101285,180682, 85407, 92880,135867,69400,130044, 93346,175867,2,3,143969, 81296,0.6391,0.6371,1.0000,2.000,0,-0.25606
4205,1,549651, 2,0.5290,435131,0.0017523572,0.9645,0.4222,127972,331564,34944,1445,19259,133,6945,27389, 87981,281597,25699,1071,15517, 95,5080,18091,110912, 86262, 98549,66056, 81804,66296,118456,105713,55022,130377, 97584,141372, 78172, 86262,110912,62458,101130, 87880,135875,2,3,112455, 74899,0.6002,0.5979,1.0000,2.000,0,-0.25606
4205,2,547728, 2,0.5290,452463,0.0017523572,0.9645,0.2622, 54129,422486,20442,2068,19108,187,4447,24861, 38007,360838,16225,1628,15895,160,3373,16337,141613, 94280,132928,78364,116318,73637,155895,141563,64271,177109,102338,187202, 86683, 94280,141613,72091,136676, 94510,182155,2,3,150376, 83262,0.6436,0.6411,1.0000,2.000,0,-0.25606
4206,1,546230, 2,0.7223,434043,0.0044824988,0.9788,0.3745,143927,295209,42919,1635,23369,165,8653,30353, 99846,254332,31933,1240,19574,125,6421,20572,117718, 67114,102142,50704, 88146,50452,116347,107347,41747,134163, 75850,141788, 59139, 67114,117718,47635,103495, 67495,137976,1,3,115379, 57500,0.6674,0.6676,1.0000,2.000,0,-0.25606
4206,2,551149, 2,0.7223,453551,0.0044824988,0.9788,0.2971, 38174,458841,12467,1878,14998,155,2739,21897, 26142,388103, 9991,1459,11838,130,2032,13856,134808,113428,129335,93716,109976,89481,158003,139929,77546,173322,124072,186786,105716,113428,134808,86914,134310,114894,180053,1,3,147452,100660,0.5943,0.5898,1.0000,2.000,0,-0.25606
4207,1,548206, 2,0.7362,438454,0.0008811905,0.9645,0.2496,129996,311121,41903,1614,23463,159,8705,31245, 90527,267747,31479,1237,19707,122,6500,21135,122817, 67831,107885,51891, 93241,50704,122004,113493,42445,141788, 76209,149254, 60224, 67831,122817,48347,109155, 68218,145521,2,4,121498, 58217,0.6761,0.6763,1.0000,2.000,0,-0.25606
4207,2,549173, 2,0.7362,449140,0.0008811905,0.9645,0.2587, 52105,442929,13483,1899,14904,161,2687,21005, 35461,374688,10445,1462,11705,133,1953,13293,129708,112711,123592,92529,104881,89229,152346,133783,76848,165697,123713,179319,104631,112711,129708,86202,128650,114172,172508,2,4,141333, 99944,0.5858,0.5811,1.0000,2.000,0,-0.25606
4208,1,547926, 2,0.6686,434073,0.0013914974,0.9792,0.3990,145750,298440,42002,1576,23271,167,7854,28866,101121,255927,31115,1176,19466,126,5775,19367,116219, 70592,100758,53741, 86158,53850,115901,106196,44518,132331, 80192,140204, 63306, 70592,116219,50703,102252, 71750,136268,1,3,113966, 61033,0.6512,0.6510,1.0000,2.000,0,-0.25606
4208,2,549453, 2,0.6686,453521,0.0013914974,0.9792,0.3276, 36351,455610,13384,1937,15096,153,3538,23384, 24867,386508,10809,1523,11946,129,2678,15061,136306,109949,130719,90680,111964,86083,158450,141080,74774,175155,119730,188370,101549,109949,136306,83845,135553,110640,181761,1,3,148864, 97128,0.6052,0.6011,1.0000,2.000,0,-0.25606
4209,1,546624, 2,0.7348,434217,0.0037644241,0.9810,0.4036,141091,300119,42571,1625,21821,168,8657,30572, 97888,257698,31679,1228,18417,128,6446,20733,117398, 67392,101958,50934, 88424,49372,115516,107252,41890,134091, 76786,141182, 60693, 67392,117398,47399,103287, 68741,137637,1,2,115117, 57844,0.6656,0.6664,1.0000,2.000,0,-0.25606
4209,2,550755, 2,0.7348,453377,0.0037644241,0.9810,0.3590, 41010,453931,12815,1888,16546,152,2735,21678, 28100,384737,10245,1471,12995,127,2007,13695,135127,113150,129519,93486,109699,90561,158835,140024,77403,173394,123136,187392,104162,113150,135127,87149,134519,113649,180392,1,2,147713,100317,0.5955,0.5907,1.0000,2.000,0,-0.25606
4210,1,546276, 2,0.7379,434094,0.0043986626,0.9827,0.4558,147677,289441,44345,1675,23451,168,8771,30748,102716,249696,33144,1286,19718,130,6521,20883,119636, 63045,103524,47406, 90075,46394,115888,108329,38907,135721, 71656,142476, 55881, 63045,119636,44236,104454, 63770,139099,1,2,116521, 53881,0.6838,0.6849,1.0000,2.000,0,-0.25606
