draw,district,total_pop,chain,pop_overlap,total_vap,plan_dev,comp_edge,comp_polsby,pop_hisp,pop_white,pop_black,pop_aian,pop_asian,pop_nhpi,pop_other,pop_two,vap_hisp,vap_white,vap_black,vap_aian,vap_asian,vap_nhpi,vap_other,vap_two,pre_16_rep_tru,pre_16_dem_cli,uss_16_rep_cra,uss_16_dem_stu,gov_18_rep_lit,gov_18_dem_jor,atg_18_rep_was,atg_18_dem_bis,sos_18_rep_den,sos_18_dem_hum,pre_20_rep_tru,pre_20_dem_bid,uss_20_rep_ris,uss_20_dem_jor,arv_16,adv_16,arv_18,adv_18,arv_20,adv_20,county_splits,muni_splits,ndv,nrv,ndshare,e_dvs,pr_dem,e_dem,pbias,egap
2705,1,917398, 2,0.7153,711030,0.002343530,0.9934,0.2290, 68249,762309, 8994, 9114,17113,1618,4806,45195, 44880,605648,5797, 6806,13658,1200,3574,29467,208740,121350,227174,117778,191492,146373,203748,129140,195219,140658,284695,184221,280176,181216,217957,119565,196821,138723,282436,182719,1,1,145820,227320,0.3908,0.3907,0,0,0,0.1884
2705,2,921708, 2,0.7153,665370,0.002343530,0.9934,0.3054,171158,688214, 5791, 9789, 8923,1783,3437,32613,106820,515818,4149, 7129, 7350,1242,2353,20509,200314, 68416,221842, 70471,170168, 84709,181042, 74142,175434, 81378,269423,102799,258268,104647,211078, 69443,175549, 80077,263846,103723,1,1, 83795,210928,0.2843,0.2857,0,0,0,0.1884
2706,1,923459, 2,0.7186,715214,0.004247716,0.9942,0.2320, 68718,767590, 8985, 9132,17189,1622,4812,45411, 45174,609324,5783, 6818,13718,1205,3570,29622,210294,121616,228699,118058,193085,146908,205414,129581,196849,141133,287091,184994,282519,182021,219496,119837,198451,139207,284805,183508,1,1,146331,229135,0.3897,0.3896,0,0,0,0.1884
2706,2,915647, 2,0.7186,661186,0.004247716,0.9942,0.3085,170689,682933, 5800, 9771, 8847,1779,3431,32397,106526,512142,4163, 7117, 7290,1237,2357,20354,198761, 68150,220317, 70190,168575, 84174,179375, 73702,173805, 80903,267027,102026,255926,103842,209539, 69170,173920, 79593,261477,102934,1,1, 83284,209112,0.2848,0.2863,0,0,0,0.1884
2707,1,915453, 2,0.7142,709469,0.004458688,0.9948,0.2322, 67865,760965, 8948, 9105,17115,1613,4790,45052, 44657,604469,5762, 6801,13654,1197,3551,29378,208337,121137,226828,117576,191339,146256,203582,129022,195070,140505,284025,184125,279577,181076,217583,119357,196665,138594,281801,182601,1,0,145671,226965,0.3909,0.3908,0,0,0,0.1884
2707,2,923653, 2,0.7142,666931,0.004458688,0.9948,0.3103,171542,689558, 5837, 9798, 8921,1788,3453,32756,107043,516997,4184, 7134, 7354,1245,2376,20598,200717, 68629,222188, 70672,170321, 84826,181208, 74261,175583, 81531,270093,102895,258867,104787,211452, 69650,175705, 80206,264481,103842,1,0, 83943,211283,0.2843,0.2858,0,0,0,0.1884
2708,1,923021, 2,0.5077,685607,0.003771398,0.9900,0.4649,160010,683323,10282, 4816,17549,2163,4234,40644,101235,529556,6720, 3797,13860,1496,3022,25921,185074,100573,200657, 97887,167455,126015,182337,107596,173306,119167,248066,157121,241581,157294,192865, 99230,174367,117593,244823,157207,1,2,123665,199782,0.3823,0.3814,0,0,0,0.1884
2708,2,916085, 2,0.5077,690793,0.003771398,0.9900,0.1944, 79397,767200, 4503,14087, 8487,1238,4009,37164, 50465,591910,3226,10138, 7148, 946,2905,24055,223980, 89193,248359, 90361,194205,105067,202452, 95687,197347,102869,306052,129899,296864,128569,236170, 89777,198003,101208,301458,129235,1,2,105949,238465,0.3076,0.3095,0,0,0,0.1884
2709,1,924108, 2,0.9166,698749,0.004953494,0.9878,0.1825,106353,742383, 5227, 9314,10816,1488,4704,43823, 66712,580002,3468, 6898, 8873,1071,3383,28342,220789, 97609,236046, 95484,197897,117314,208422,103178,202116,112216,301190,147320,294183,145566,228418, 96547,202813,110902,297686,146443,1,3,116955,237234,0.3302,0.3306,0,0,0,0.1884
2709,2,914998, 2,0.9166,677651,0.004953494,0.9878,0.3224,133054,708140, 9558, 9589,15220,1913,3539,33985, 84988,541464,6478, 7037,12135,1371,2544,21634,188265, 92157,212970, 92765,163763,113768,176368,100105,168537,109820,252928,139700,244262,140297,200617, 92461,169557,107898,248596,139999,1,3,112659,201014,0.3592,0.3599,0,0,0,0.1884
2710,1,915453, 2,0.7142,709469,0.004458688,0.9948,0.2322, 67865,760965, 8948, 9105,17115,1613,4790,45052, 44657,604469,5762, 6801,13654,1197,3551,29378,208337,121137,226828,117576,191339,146256,203582,129022,195070,140505,284025,184125,279577,181076,217583,119357,196665,138594,281801,182601,1,0,145671,226965,0.3909,0.3908,0,0,0,0.1884
2710,2,923653, 2,0.7142,666931,0.004458688,0.9948,0.3103,171542,689558, 5837, 9798, 8921,1788,3453,32756,107043,516997,4184, 7134, 7354,1245,2376,20598,200717, 68629,222188, 70672,170321, 84826,181208, 74261,175583, 81531,270093,102895,258867,104787,211452, 69650,175705, 80206,264481,103842,1,0, 83943,211283,0.2843,0.2858,0,0,0,0.1884
2711,1,918491, 2,0.7159,711212,0.001154909,0.9928,0.2296, 68765,763019, 8941, 9134,16987,1622,4786,45237, 45144,605662,5772, 6815,13555,1200,3569,29495,208414,121019,226629,117570,190904,146069,203143,128914,194674,140364,284371,183679,279679,180831,217522,119295,196242,138449,282025,182255,1,1,145492,226830,0.3908,0.3907,0,0,0,0.1884
2711,2,920615, 2,0.7159,665188,0.001154909,0.9928,0.3058,170642,687504, 5844, 9769, 9049,1779,3457,32571,106556,515804,4174, 7120, 7453,1242,2358,20481,200640, 68747,222387, 70678,170756, 85013,181647, 74369,175979, 81672,269747,103341,258766,105033,211514, 69712,176129, 80352,264257,104188,1,1, 84122,211418,0.2846,0.2860,0,0,0,0.1884
2712,1,916377, 2,0.7147,709643,0.003453852,0.9942,0.2384, 66613,763037, 9053, 9060,17142,1614,4782,45076, 43885,605386,5834, 6766,13684,1196,3568,29324,207879,121355,226363,117756,190941,146716,203265,129337,194655,140922,284163,184840,279676,181856,217121,119556,196288,138992,281920,183348,1,1,146112,226705,0.3919,0.3917,0,0,0,0.1884
2712,2,922729, 2,0.7147,666757,0.003453852,0.9942,0.2963,172794,687486, 5732, 9843, 8894,1787,3461,32732,107815,516080,4112, 7169, 7324,1246,2359,20652,201175, 68411,222653, 70493,170719, 84366,181524, 73946,175998, 81114,269955,102180,258769,104007,211914, 69452,176082, 79809,264362,103094,1,1, 83502,211542,0.2830,0.2845,0,0,0,0.1884
2713,1,917102, 2,0.7256,685640,0.002665425,0.9870,0.1169,141833,707136, 4732, 9854, 8158,1445,4173,39771, 88761,549557,3219, 7262, 6726,1016,2986,26113,222015, 76436,235967, 76071,188182, 89958,197079, 79922,192668, 86479,294272,109821,283080,110409,228991, 76254,192644, 85452,288675,110115,0,0, 89871,230465,0.2806,0.2820,0,0,0,0.1884
2713,2,922004, 2,0.7256,690760,0.002665425,0.9870,0.1856, 97574,743387,10053, 9049,17878,1956,4070,38037, 62939,571909,6727, 6673,14282,1426,2941,23863,187039,113330,213049,112177,173478,141125,187711,123360,177986,135557,259846,177199,255365,175454,200044,112754,179726,133348,257607,176328,0,0,139743,207782,0.4021,0.4018,0,0,0,0.1884
2714,1,920123, 2,0.7168,712135,0.000619866,0.9940,0.2276, 67424,765685, 9117, 9081,17220,1635,4795,45166, 44353,607254,5862, 6782,13739,1204,3581,29360,208501,121512,227007,117935,191498,147107,203898,129612,195251,141259,285107,185337,280595,182349,217754,119724,196884,139326,282851,183843,1,1,146445,227407,0.3917,0.3915,0,0,0,0.1884
2714,2,918983, 2,0.7168,664265,0.000619866,0.9940,0.2875,171983,684838, 5668, 9822, 8816,1766,3448,32642,107347,514212,4084, 7153, 7269,1238,2346,20616,200554, 68254,222009, 70313,170161, 83975,180891, 73671,175403, 80777,269011,101683,257850,103515,211281, 69284,175486, 79475,263431,102599,1,1, 83170,210840,0.2829,0.2843,0,0,0,0.1884
2715,1,923459, 2,0.7186,715214,0.004247716,0.9942,0.2320, 68718,767590, 8985, 9132,17189,1622,4812,45411, 45174,609324,5783, 6818,13718,1205,3570,29622,210294,121616,228699,118058,193085,146908,205414,129581,196849,141133,287091,184994,282519,182021,219496,119837,198451,139207,284805,183508,1,1,146331,229135,0.3897,0.3896,0,0,0,0.1884
2715,2,915647, 2,0.7186,661186,0.004247716,0.9942,0.3085,170689,682933, 5800, 9771, 8847,1779,3431,32397,106526,512142,4163, 7117, 7290,1237,2357,20354,198761, 68150,220317, 70190,168575, 84174,179375, 73702,173805, 80903,267027,102026,255926,103842,209539, 69170,173920, 79593,261477,102934,1,1, 83284,209112,0.2848,0.2863,0,0,0,0.1884
2716,1,915140, 2,0.7140,708458,0.004799071,0.9944,0.2316, 66400,762126, 9053, 9049,17126,1612,4769,45005, 43710,604468,5834, 6757,13663,1194,3566,29266,207505,121186,225965,117582,190565,146525,202865,129171,194283,140729,283645,184568,279172,181600,216736,119384,195906,138808,281409,183085,1,0,145909,226285,0.3920,0.3919,0,0,0,0.1884
2716,2,923966, 2,0.7140,667942,0.004799071,0.9944,0.2894,173007,688397, 5732, 9854, 8910,1789,3474,32803,107990,516998,4112, 7178, 7345,1248,2361,20710,201549, 68580,223051, 70666,171095, 84557,181925, 74112,176370, 81307,270473,102452,259272,104263,212300, 69623,176465, 79992,264873,103358,1,0, 83705,211962,0.2831,0.2845,0,0,0,0.1884
2717,1,923276, 2,0.8504,702271,0.004048706,0.9900,0.1862,107687,738184, 6385, 9439,11124,1577,4777,44103, 67835,580777,4148, 6984, 9116,1143,3469,28799,216763,103473,232341,101547,194255,124096,205030,109643,198430,119095,292878,154235,285998,152583,224552,102511,199240,117611,289438,153409,1,2,123525,232241,0.3472,0.3476,0,0,0,0.1884
2717,2,915830, 2,0.8504,674129,0.004048706,0.9900,0.3306,131720,712339, 8400, 9464,14912,1824,3466,33705, 83865,540689,5798, 6951,11892,1299,2458,21177,192292, 86293,216675, 86701,167405,106986,179759, 93640,172223,102941,261240,132785,252446,133280,204483, 86497,173131,101190,256844,133033,1,2,106090,206006,0.3399,0.3407,0,0,0,0.1884
2718,1,915140, 2,0.8535,699151,0.004799071,0.9866,0.2371,104976,733890, 6274, 9044,10673,1570,4906,43807, 66539,579339,4187, 6713, 8864,1121,3612,28776,212068,104078,227947,102226,189947,125100,200818,110433,194163,119962,287075,155254,280324,153481,220008,103153,194977,118498,283699,154367,1,2,124362,227477,0.3535,0.3539,0,0,0,0.1884
2718,2,923966, 2,0.8535,677249,0.004799071,0.9866,0.3334,134431,716633, 8511, 9859,15363,1831,3337,34001, 85161,542127,5759, 7222,12144,1321,2315,21200,196986, 85688,221069, 86022,171713,105981,183972, 92850,176490,102074,267043,131766,258121,132382,209027, 85855,177393,100303,262583,132075,1,2,105252,210771,0.3331,0.3337,0,0,0,0.1884
2719,1,917258, 2,0.7152,709876,0.002495778,0.9930,0.2308, 68319,762323, 8882, 9125,16975,1588,4798,45248, 44855,604735,5722, 6819,13535,1166,3575,29469,208372,120677,226687,117113,191051,145674,203199,128557,194740,140000,284667,183244,280039,180362,217530,118895,196331,138077,282353,181803,1,1,145090,226964,0.3900,0.3899,0,0,0,0.1884
2719,2,921848, 2,0.7152,666524,0.002495778,0.9930,0.3072,171088,688200, 5903, 9778, 9061,1813,3445,32560,106845,516731,4224, 7116, 7473,1276,2352,20507,200682, 69089,222329, 71136,170609, 85408,181590, 74726,175913, 82036,269451,103776,258406,105501,211505, 70112,176039, 80724,263929,104639,1,1, 84525,211283,0.2857,0.2871,0,0,0,0.1884
2720,1,916570, 2,0.6890,709185,0.003243967,0.9914,0.2067, 68509,759724, 9677, 9108,17717,1683,4771,45381, 45115,602524,6325, 6789,14181,1238,3570,29443,205099,121230,224032,117387,187881,146536,200346,129090,191736,140659,279340,184452,274996,181433,214566,119309,193322,138762,277168,182943,1,0,145827,223347,0.3950,0.3948,0,0,0,0.1884
2720,2,922536, 2,0.6890,667215,0.003243967,0.9914,0.2508,170898,690799, 5108, 9795, 8319,1718,3472,32427,106585,518942,3621, 7146, 6827,1204,2357,20533,203955, 68536,224984, 70862,173779, 84546,184444, 74193,178918, 81377,274778,102568,263449,104430,214469, 69699,179048, 80039,269114,103500,1,0, 83787,214901,0.2805,0.2819,0,0,0,0.1884
2721,1,919449, 2,0.9221,695718,0.000113098,0.9868,0.2281,105596,738867, 5693, 9155,10322,1534,4633,43649, 66480,577419,3820, 6817, 8527,1097,3349,28209,215477, 97633,230427, 95627,192724,117129,202964,103284,196782,112224,295487,146904,288361,145303,222952, 96631,197491,110878,291924,146104,1,3,116872,231745,0.3352,0.3358,0,0,0,0.1884
2721,2,919657, 2,0.9221,680682,0.000113098,0.9868,0.3425,133811,711656, 9092, 9748,15714,1867,3610,34159, 85220,544047,6126, 7118,12481,1345,2578,21767,193577, 92133,218589, 92621,168936,113953,181826, 99998,173871,109812,258631,140116,250084,140560,206083, 92377,174880,107922,254358,140339,1,3,112742,206502,0.3532,0.3537,0,0,0,0.1884
2722,1,917845, 2,0.9835,690457,0.001857424,0.9906,0.1954,108939,733676, 5283, 9521,10821,1610,4580,43415, 68325,570219,3602, 7088, 8877,1143,3285,27918,219147, 86266,233030, 84630,193508,105150,203415, 91994,198031, 99942,299999,132038,291846,131246,226089, 85449,198319, 99028,295922,131642,1,3,104467,234138,0.3085,0.3091,0,0,0,0.1884
2722,2,921261, 2,0.9835,685943,0.001857424,0.9906,0.3782,130468,716847, 9502, 9382,15215,1791,3663,34393, 83375,551247,6344, 6847,12131,1299,2642,22058,189908,103500,215986,103618,168152,125932,181375,111289,172622,122094,254119,154981,246599,154617,202947,103559,174051,119772,250360,154800,1,3,125147,204109,0.3801,0.3806,0,0,0,0.1884
2723,1,920479, 2,0.7169,712622,0.001007011,0.9940,0.2392, 67162,766306, 9061, 9074,17164,1623,4803,45286, 44217,607823,5842, 6780,13700,1201,3586,29473,208947,121536,227405,117951,191839,146962,204193,129555,195590,141146,285619,185086,281055,182144,218176,119744,197208,139221,283337,183616,1,1,146341,227806,0.3911,0.3910,0,0,0,0.1884
2723,2,918627, 2,0.7169,663778,0.001007011,0.9940,0.2965,172245,684217, 5724, 9829, 8872,1778,3440,32522,107483,513643,4104, 7155, 7308,1241,2341,20503,200107, 68230,221611, 70297,169821, 84120,180596, 73728,175063, 80890,268499,101934,257390,103719,210859, 69263,175162, 79579,262945,102827,1,1, 83274,210441,0.2835,0.2850,0,0,0,0.1884
2724,1,915453, 2,0.7142,709469,0.004458688,0.9948,0.2322, 67865,760965, 8948, 9105,17115,1613,4790,45052, 44657,604469,5762, 6801,13654,1197,3551,29378,208337,121137,226828,117576,191339,146256,203582,129022,195070,140505,284025,184125,279577,181076,217583,119357,196665,138594,281801,182601,1,0,145671,226965,0.3909,0.3908,0,0,0,0.1884
2724,2,923653, 2,0.7142,666931,0.004458688,0.9948,0.3103,171542,689558, 5837, 9798, 8921,1788,3453,32756,107043,516997,4184, 7134, 7354,1245,2376,20598,200717, 68629,222188, 70672,170321, 84826,181208, 74261,175583, 81531,270093,102895,258867,104787,211452, 69650,175705, 80206,264481,103842,1,0, 83943,211283,0.2843,0.2858,0,0,0,0.1884
2725,1,920327, 2,0.6964,712198,0.000841713,0.9924,0.2090, 67693,764422, 9557, 9130,17587,1678,4790,45470, 44556,606150,6240, 6797,14060,1233,3576,29586,206887,121403,225662,117653,189775,146758,202085,129408,193497,140962,282048,184746,277473,181788,216274,119528,195121,139043,279761,183267,1,1,146103,225346,0.3933,0.3931,0,0,0,0.1884
2725,2,918779, 2,0.6964,664202,0.000841713,0.9924,0.2289,171714,686101, 5228, 9773, 8449,1723,3453,32338,107144,515316,3706, 7138, 6948,1209,2351,20390,202168, 68363,223354, 70596,171884, 84324,182705, 73875,177157, 81074,272070,102274,260972,104075,212761, 69479,177250, 79758,266521,103175,1,1, 83511,212901,0.2817,0.2832,0,0,0,0.1884
2726,1,919350, 2,0.7163,712356,0.000220759,0.9946,0.2319, 68265,764218, 8963, 9113,17139,1614,4807,45231, 44924,606924,5770, 6801,13673,1198,3568,29498,209242,121377,227696,117815,192224,146555,204508,129282,195967,140797,285619,184575,281116,181546,218469,119597,197567,138878,283368,183061,1,0,145993,228052,0.3903,0.3902,0,0,0,0.1884
2726,2,919756, 2,0.7163,664044,0.000220759,0.9946,0.3086,171142,686305, 5822, 9790, 8897,1787,3436,32577,106776,514542,4176, 7134, 7335,1244,2359,20478,199812, 68389,221320, 70433,169436, 84527,180282, 74001,174687, 81239,268499,102445,257328,104317,210566, 69411,174803, 79923,262914,103381,1,0, 83621,210195,0.2846,0.2860,0,0,0,0.1884
2727,1,915453, 2,0.7142,709469,0.004458688,0.9948,0.2322, 67865,760965, 8948, 9105,17115,1613,4790,45052, 44657,604469,5762, 6801,13654,1197,3551,29378,208337,121137,226828,117576,191339,146256,203582,129022,195070,140505,284025,184125,279577,181076,217583,119357,196665,138594,281801,182601,1,0,145671,226965,0.3909,0.3908,0,0,0,0.1884
2727,2,923653, 2,0.7142,666931,0.004458688,0.9948,0.3103,171542,689558, 5837, 9798, 8921,1788,3453,32756,107043,516997,4184, 7134, 7354,1245,2376,20598,200717, 68629,222188, 70672,170321, 84826,181208, 74261,175583, 81531,270093,102895,258867,104787,211452, 69650,175705, 80206,264481,103842,1,0, 83943,211283,0.2843,0.2858,0,0,0,0.1884
2728,1,917977, 2,0.7156,710139,0.001713876,0.9916,0.2357, 69068,762129, 9014, 9090,17128,1616,4722,45210, 45359,604374,5804, 6777,13668,1195,3513,29449,207827,121033,226337,117368,190241,146007,202491,128759,193959,140290,282942,183754,278406,180838,217083,119201,195565,138352,280674,182296,1,2,145436,226028,0.3915,0.3914,0,0,0,0.1884
2728,2,921129, 2,0.7156,666261,0.001713876,0.9916,0.3432,170339,688394, 5771, 9813, 8908,1785,3521,32598,106341,517092,4142, 7158, 7340,1247,2414,20527,201227, 68733,222679, 70880,171419, 85075,182299, 74523,176695, 81746,271176,103266,260038,105025,211952, 69806,176805, 80449,265607,104146,1,2, 84179,212219,0.2840,0.2854,0,0,0,0.1884
2729,1,917178, 2,0.5627,695987,0.002582777,0.9856,0.1871, 81847,764172, 5203,11642,10134,1265,4251,38664, 52330,594041,3669, 8439, 8376, 932,3081,25119,222461, 93092,245657, 92025,196977,110573,206175, 99266,200262,107445,305536,139420,298635,136726,234060, 92559,201139,105761,302086,138073,1,2,111221,239386,0.3172,0.3184,0,0,0,0.1884
2729,2,921928, 2,0.5627,680413,0.002582777,0.9856,0.2939,157560,686351, 9582, 7261,15902,2136,3992,39144, 99370,527425,6277, 5496,12632,1510,2846,24857,186593, 96674,203359, 96223,164683,120509,178614,104017,170391,114591,248582,147600,239809,149137,194975, 96449,171231,113039,244195,148369,1,2,118393,198862,0.3732,0.3730,0,0,0,0.1884
2730,1,922588, 2,0.8849,700329,0.003300517,0.9898,0.2408,105335,740885, 5991, 9015,11026,1533,4753,44050, 66195,581301,3906, 6674, 9042,1102,3441,28668,217817,101384,233560, 99411,194949,121633,205655,107210,199155,116519,295404,152073,288503,150266,225689,100398,199920,115121,291953,151170,1,2,121214,233576,0.3416,0.3421,0,0,0,0.1884
2730,2,916518, 2,0.8849,676071,0.003300517,0.9898,0.3381,134072,709638, 8794, 9888,15010,1868,3490,33758, 85505,540165,6040, 7261,11966,1340,2486,21308,191238, 88382,215456, 88838,166711,109449,179135, 96073,171498,105517,258714,134947,249942,135597,203346, 88610,172450,103680,254329,135273,1,2,108401,204671,0.3462,0.3470,0,0,0,0.1884
2731,1,918714, 2,0.9298,692585,0.000912400,0.9888,0.2509,106399,737295, 5235, 8953,10825,1512,4599,43896, 66493,574333,3545, 6627, 8870,1069,3320,28328,220380, 91474,235360, 89536,196518,111050,206722, 97332,200864,105871,301630,139458,294084,138156,227871, 90506,201369,104750,297857,138807,1,3,110411,236507,0.3183,0.3187,0,0,0,0.1884
2731,2,920392, 2,0.9298,683815,0.000912400,0.9888,0.3838,133008,713228, 9550, 9950,15211,1889,3644,33912, 85207,547133,6401, 7308,12138,1373,2607,21648,188674, 98292,213656, 98713,165142,120032,178068,105951,169789,116165,252488,147562,244361,147707,201165, 98502,171001,114050,248425,147636,1,3,119204,201740,0.3714,0.3720,0,0,0,0.1884
2732,1,922225, 2,0.7179,713431,0.002905760,0.9936,0.2315, 68665,766632, 8906, 9139,17044,1594,4808,45437, 45037,607882,5754, 6830,13603,1174,3574,29577,209877,121313,228244,117744,192498,146426,204767,129160,196264,140666,286581,184229,281940,181324,219061,119529,197844,138751,284261,182776,1,1,145838,228595,0.3895,0.3894,0,0,0,0.1884
2732,2,916881, 2,0.7179,662969,0.002905760,0.9936,0.3080,170742,683891, 5879, 9764, 8992,1807,3435,32371,106663,513584,4192, 7105, 7405,1268,2353,20399,199177, 68453,220772, 70505,169162, 84656,180022, 74123,174389, 81370,267537,102791,256505,104539,209974, 69479,174526, 80050,262021,103666,1,1, 83777,209652,0.2855,0.2869,0,0,0,0.1884
2733,1,922811, 2,0.7182,714559,0.003543026,0.9936,0.2301, 68784,766768, 9035, 9146,17164,1626,4833,45455, 45197,608614,5824, 6832,13705,1200,3588,29599,209773,121581,228257,118034,192469,146896,204828,129533,196265,141086,286289,184854,281715,181879,219015,119808,197856,139172,284002,183367,1,1,146267,228513,0.3903,0.3901,0,0,0,0.1884
2733,2,916295, 2,0.7182,661841,0.003543026,0.9936,0.3077,170623,683755, 5750, 9757, 8872,1775,3410,32353,106503,512852,4122, 7103, 7303,1242,2339,20377,199281, 68185,220759, 70215,169191, 84186,179962, 73749,174388, 80950,267829,102166,256730,103984,210020, 69199,174515, 79628,262280,103075,1,1, 83348,209734,0.2844,0.2858,0,0,0,0.1884
2734,1,916833, 2,0.5200,680361,0.002957959,0.9902,0.4254,159365,680482,10444, 4750,15165,2099,4244,40284,100767,526748,6706, 3763,12200,1459,3042,25676,185351, 98679,199953, 96669,167095,123644,181682,105660,173039,116751,248986,154084,242244,154339,192651, 97674,173940,115352,245615,154211,1,1,121404,199764,0.3780,0.3772,0,0,0,0.1884
2734,2,922273, 2,0.5200,696039,0.002957959,0.9902,0.1875, 80042,770041, 4341,14153,10871,1302,3999,37524, 50933,594718,3240,10172, 8808, 983,2885,24300,223703, 91087,249063, 91579,194565,107438,203108, 97623,197614,105285,305132,132936,296201,131524,236384, 91333,198430,103449,300667,132231,1,1,108211,238484,0.3121,0.3139,0,0,0,0.1884
