draw,district,total_pop,chain,pop_overlap,total_vap,plan_dev,comp_edge,comp_polsby,pop_hisp,pop_white,pop_black,pop_aian,pop_asian,pop_nhpi,pop_other,pop_two,vap_hisp,vap_white,vap_black,vap_aian,vap_asian,vap_nhpi,vap_other,vap_two,pre_16_rep_tru,pre_16_dem_cli,uss_16_rep_ayo,uss_16_dem_has,gov_16_rep_sun,gov_16_dem_van,gov_18_rep_sun,gov_18_dem_kel,pre_20_dem_bid,pre_20_rep_tru,uss_20_dem_sha,uss_20_rep_mes,gov_20_dem_fel,gov_20_rep_sun,arv_16,adv_16,arv_18,adv_18,arv_20,adv_20,county_splits,muni_splits,ndv,nrv,ndshare,e_dvs,pr_dem,e_dem,pbias,egap
31,1,685338, 1,0.7135,562673,0.0049748499,0.9790,0.2154,19552,616005, 5272,1097,14728,165,2477,26042,13279,512624,4201, 958,11874,127,1903,17707,181633,177197,183659,181833,186130,170245,159213,134415,217006,193238,230378,173110,135117,271308,183807,176424,159213,134415,212552,194168,1,0,178027,192614,0.4803,0.4799,0.2857,0.8571,0, 0.05080
31,2,692191, 1,0.7135,558007,0.0049748499,0.9790,0.5154,39902,584644,13383,1202,20876,223,3439,28522,26521,483127,9657, 972,16115,176,2540,18899,164157,171330,169974,172817,167911,167344,143550,127944,207931,172422,220399,153120,129522,245301,167347,170497,143550,127944,190281,185950,1,0,171041,173776,0.4960,0.4954,0.5714,0.8571,0, 0.05080
32,1,690133, 1,0.7100,566579,0.0019868910,0.9750,0.1982,19619,620519, 5325,1084,14783,168,2509,26126,13328,516338,4246, 944,11927,130,1927,17739,182749,178222,184684,182954,187123,171378,160086,135132,218251,194486,231874,174064,135887,273033,184851,177518,160086,135132,213861,195338,1,0,179100,193747,0.4804,0.4799,0.2857,0.8571,0, 0.05167
32,2,687396, 1,0.7100,554101,0.0019868910,0.9750,0.4229,39835,580130,13330,1215,20821,220,3407,28438,26472,479413,9612, 986,16062,173,2516,18867,163042,170304,168948,171696,166918,166210,142677,127227,206687,171174,218903,152166,128752,243576,166302,169404,142677,127227,188972,184780,1,0,169969,172642,0.4961,0.4954,0.5714,0.8571,0, 0.05167
33,1,685740, 1,0.6350,551408,0.0043911961,0.9824,0.3517,42434,578697,11912, 897,22358,177,3359,25906,28002,477315,8592, 715,17340,139,2501,16804,175934,166854,181809,166891,183875,156331,154471,120954,206516,184798,218683,166235,122198,263730,180539,163358,154471,120954,204920,182466,1,0,165489,187265,0.4691,0.4681,0.2857,1.0000,0,-0.02845
33,2,691789, 1,0.6350,569272,0.0043911961,0.9824,0.2599,17020,621952, 6743,1402,13246,211,2557,28658,11798,518436,5266,1215,10649,164,1942,19802,169856,181672,171823,187759,170165,181258,148292,141406,218422,180863,232094,159995,142441,252879,170614,183563,148292,141406,197912,197653,1,0,183579,179125,0.5061,0.5060,0.7143,1.0000,0,-0.02845
34,1,685338, 1,0.7135,562673,0.0049748499,0.9790,0.2154,19552,616005, 5272,1097,14728,165,2477,26042,13279,512624,4201, 958,11874,127,1903,17707,181633,177197,183659,181833,186130,170245,159213,134415,217006,193238,230378,173110,135117,271308,183807,176424,159213,134415,212552,194168,1,0,178027,192614,0.4803,0.4799,0.2857,0.8571,0, 0.05080
34,2,692191, 1,0.7135,558007,0.0049748499,0.9790,0.5154,39902,584644,13383,1202,20876,223,3439,28522,26521,483127,9657, 972,16115,176,2540,18899,164157,171330,169974,172817,167911,167344,143550,127944,207931,172422,220399,153120,129522,245301,167347,170497,143550,127944,190281,185950,1,0,171041,173776,0.4960,0.4954,0.5714,0.8571,0, 0.05080
35,1,687086, 1,0.6658,560034,0.0024369723,0.9721,0.3549,19846,615982, 6499,1082,14615,199,2507,26356,13357,509306,4991, 930,11612,150,1922,17766,183087,175076,184657,180252,186267,170194,160781,131307,214940,193819,229436,172786,133067,272546,184670,175173,160781,131307,213050,192482,1,0,176325,193421,0.4769,0.4763,0.2857,0.8571,0, 0.05055
35,2,690443, 1,0.6658,560646,0.0024369723,0.9721,0.1603,39608,584667,12156,1217,20989,189,3409,28208,26443,486445,8867,1000,16377,153,2521,18840,162703,173450,168975,174398,167773,167394,141983,131052,209997,171842,221341,153444,131572,244063,166484,171748,141983,131052,189783,187637,1,0,172743,172969,0.4997,0.4992,0.5714,0.8571,0, 0.05055
36,1,686108, 1,0.7129,563348,0.0038569061,0.9755,0.1983,19515,616891, 5246,1087,14729,166,2485,25989,13253,513378,4185, 945,11875,128,1909,17675,181955,177653,183997,182286,186432,170737,159491,134835,217623,193584,231034,173382,135653,271728,184128,176892,159491,134835,212898,194771,1,0,178546,192939,0.4806,0.4802,0.2857,0.8571,0, 0.05112
36,2,691421, 1,0.7129,557332,0.0038569061,0.9755,0.4089,39939,583758,13409,1212,20875,222,3431,28575,26547,482373,9673, 985,16114,175,2534,18931,163835,170873,169635,172363,167608,166851,143273,127525,207315,172076,219744,152848,128986,244881,167026,170030,143273,127525,189935,185348,1,0,170523,173450,0.4957,0.4951,0.5714,0.8571,0, 0.05112
37,1,688351, 1,0.6238,564820,0.0006003503,0.9681,0.1616,19534,618287, 5254,1153,14720,175,2575,26653,13302,514173,4212, 997,11830,133,1973,18200,179230,180427,181914,184439,184298,172965,157258,137569,220503,190351,233337,170704,138853,268149,181814,179277,157258,137569,209735,197565,1,0,181156,190273,0.4877,0.4873,0.5714,1.0000,0,-0.02778
37,2,689178, 1,0.6238,555860,0.0006003503,0.9681,0.3303,39920,582362,13401,1146,20884,213,3341,27911,26498,481578,9646, 933,16159,170,2470,18406,166561,168100,171718,170211,169742,164624,145505,124790,204434,175309,217440,155525,125786,248460,169340,167645,145505,124790,193098,182553,1,0,167912,176117,0.4881,0.4874,0.4286,1.0000,0,-0.02778
38,1,691644, 1,0.6259,556788,0.0041806742,0.9790,0.2274,32345,599302, 7262, 897,21861,187,3230,26560,21504,492085,5661, 739,16938,144,2452,17265,181527,174537,187345,175418,189568,164195,159561,129034,216209,191509,228891,172093,131188,272782,186147,171383,159561,129034,212128,192096,1,0,174210,193484,0.4738,0.4730,0.2857,1.0000,0,-0.02008
38,2,685885, 1,0.6259,563892,0.0041806742,0.9790,0.2681,27109,601347,11393,1402,13743,201,2686,28004,18296,503666,8197,1191,11051,159,1991,19341,164263,173990,166287,179231,164472,173393,143203,133325,208729,174152,221886,154136,133451,243827,165007,175538,143203,133325,190705,188022,1,0,174858,172906,0.5028,0.5025,0.7143,1.0000,0,-0.02008
39,1,687126, 1,0.7122,564199,0.0023788973,0.9790,0.2085,19569,617673, 5269,1093,14809,166,2499,26048,13284,514063,4202, 954,11934,128,1917,17717,181646,178714,183944,183178,186486,171530,159517,135789,218986,193256,232278,173171,136627,271725,184025,177807,159517,135789,212717,195965,1,0,179586,192821,0.4822,0.4818,0.2857,0.8571,0, 0.05144
39,2,690403, 1,0.7122,556481,0.0023788973,0.9790,0.5150,39885,582976,13386,1206,20795,222,3417,28516,26516,481688,9656, 976,16055,175,2526,18889,164144,169813,169689,171471,167554,166058,143246,126570,205951,172404,218500,153059,128012,244884,167129,169114,143246,126570,190115,184154,1,0,169482,173568,0.4940,0.4934,0.5714,0.8571,0, 0.05144
40,1,685338, 1,0.7135,562673,0.0049748499,0.9790,0.2154,19552,616005, 5272,1097,14728,165,2477,26042,13279,512624,4201, 958,11874,127,1903,17707,181633,177197,183659,181833,186130,170245,159213,134415,217006,193238,230378,173110,135117,271308,183807,176424,159213,134415,212552,194168,1,0,178027,192614,0.4803,0.4799,0.2857,0.8571,0, 0.05080
40,2,692191, 1,0.7135,558007,0.0049748499,0.9790,0.5154,39902,584644,13383,1202,20876,223,3439,28522,26521,483127,9657, 972,16115,176,2540,18899,164157,171330,169974,172817,167911,167344,143550,127944,207931,172422,220399,153120,129522,245301,167347,170497,143550,127944,190281,185950,1,0,171041,173776,0.4960,0.4954,0.5714,0.8571,0, 0.05080
41,1,692130, 1,0.6034,556150,0.0048862855,0.9795,0.3105,42589,584618,11798, 893,22299,181,3445,26307,28092,481817,8491, 712,17291,144,2560,17043,177699,169393,183685,169411,185652,158889,156291,123617,209997,187064,222087,168470,125324,266267,182345,165897,156291,123617,207266,185803,1,0,168388,189304,0.4708,0.4697,0.2857,1.0000,0,-0.02578
41,2,685399, 1,0.6034,564530,0.0048862855,0.9795,0.2497,16865,616031, 6857,1406,13305,207,2471,28257,11708,513934,5367,1218,10698,159,1883,19563,168091,179134,169947,185238,168388,178700,146473,138742,214940,178596,228690,157760,139314,250342,168808,181024,146473,138742,195566,194316,1,0,180680,177086,0.5050,0.5049,0.7143,1.0000,0,-0.02578
42,1,688385, 1,0.7113,565231,0.0005509866,0.9784,0.2102,19595,618820, 5274,1095,14815,166,2511,26109,13303,515009,4206, 956,11940,128,1929,17760,182084,179082,184393,183552,186924,171892,159926,136070,219452,193707,232765,173588,136944,272319,184466,178175,159926,136070,213205,196388,1,0,179965,193278,0.4822,0.4817,0.2857,0.8571,0, 0.05177
42,2,689144, 1,0.7113,555449,0.0005509866,0.9784,0.5090,39859,581829,13381,1204,20789,222,3405,28455,26497,480742,9652, 974,16049,175,2514,18846,163707,169444,169239,171097,167116,165697,142837,126289,205486,171953,218012,152642,127695,244291,166687,168746,142837,126289,189628,183731,1,0,169103,173112,0.4941,0.4935,0.5714,0.8571,0, 0.05177
43,1,686097, 1,0.7129,563368,0.0038728767,0.9778,0.2108,19532,616869, 5260,1079,14729,165,2487,25976,13268,513390,4196, 942,11880,127,1908,17657,182049,177422,184130,182064,186548,170533,159609,134615,217376,193705,230803,173491,135296,271942,184242,176673,159609,134615,213046,194493,1,0,178301,193069,0.4801,0.4797,0.2857,0.8571,0, 0.05107
43,2,691432, 1,0.7129,557312,0.0038728767,0.9778,0.4886,39922,583780,13395,1220,20875,223,3429,28588,26532,482361,9662, 988,16109,176,2535,18949,163741,171104,169502,172585,167492,167056,143154,127744,207562,171955,219974,152738,129343,244668,166911,170249,143154,127744,189787,185626,1,0,170767,173321,0.4963,0.4956,0.5714,0.8571,0, 0.05107
44,1,685926, 1,0.7131,563232,0.0041211474,0.9772,0.2116,19542,616600, 5260,1093,14770,166,2499,25996,13269,513180,4194, 956,11908,128,1923,17674,181626,178125,183882,182626,186396,171004,159448,135293,218317,193185,231620,173107,136127,271496,183967,177251,159448,135293,212596,195355,1,0,179016,192735,0.4815,0.4811,0.2857,0.8571,0, 0.05119
44,2,691603, 1,0.7131,557448,0.0041211474,0.9772,0.4802,39912,584049,13395,1206,20834,222,3417,28568,26531,482571,9664, 974,16081,175,2520,18932,164165,170401,169750,172023,167644,166585,143315,127066,206621,172475,219157,153123,128512,245114,167186,169670,143315,127066,190237,184763,1,0,170053,173655,0.4948,0.4941,0.5714,0.8571,0, 0.05119
45,1,688524, 1,0.7112,565316,0.0003491760,0.9761,0.2070,19611,618986, 5295,1087,14773,165,2504,26103,13317,515129,4226, 947,11917,127,1922,17731,182482,178185,184518,182879,186917,171337,159961,135280,218302,194132,231837,173820,136016,272587,184638,177466,159961,135280,213513,195386,1,0,179119,193489,0.4807,0.4803,0.2857,0.8571,0, 0.05156
45,2,689005, 1,0.7112,555364,0.0003491760,0.9761,0.4574,39843,581663,13360,1212,20831,223,3412,28461,26483,480622,9632, 983,16072,176,2521,18875,163309,170342,169114,171770,167123,166252,142803,127079,206635,171528,218941,152410,128623,244023,166515,169455,142803,127079,189320,184733,1,0,169949,172901,0.4957,0.4950,0.5714,0.8571,0, 0.05156
46,1,687546, 1,0.5962,567515,0.0017691098,0.9778,0.2371,17121,618408, 6638,1248,14543,195,2424,26969,11797,517109,5209,1084,11699,151,1844,18622,173396,185613,177128,190323,176707,181829,155418,142846,225328,184147,239342,163832,143796,262117,175743,185921,155418,142846,203365,202823,1,0,187011,184678,0.5031,0.5027,0.7143,1.0000,0,-0.03306
46,2,689983, 1,0.5962,553165,0.0017691098,0.9778,0.3051,42333,582241,12017,1051,21061,193,3492,27595,28003,478642,8649, 846,16290,152,2599,17984,172394,162913,176504,164326,177334,155759,147345,119513,199609,181513,211435,162397,120843,254492,175410,161000,147345,119513,199467,177296,1,0,162057,181711,0.4714,0.4707,0.2857,1.0000,0,-0.03306
47,1,690723, 1,0.5431,570218,0.0028434973,0.9795,0.2308,16994,620615, 6645,1320,14725,194,2473,27757,11779,519026,5202,1141,11824,151,1875,19220,170950,187577,175063,192166,174531,183923,153756,144609,227498,181379,241234,161431,145785,259520,173514,187889,153756,144609,200777,204840,1,0,188971,182376,0.5089,0.5085,0.7143,1.0000,0,-0.03289
47,2,686806, 1,0.5431,550462,0.0028434973,0.9795,0.3493,42460,580034,12010, 979,20879,194,3443,26807,28021,476725,8656, 789,16165,152,2568,17386,174840,160949,178569,162483,179509,153666,149008,117750,197439,184281,209543,164799,118854,257089,177639,159033,149008,117750,202056,175279,1,0,160098,184013,0.4653,0.4645,0.2857,1.0000,0,-0.03289
48,1,690004, 1,0.7101,566499,0.0017995991,0.9767,0.2088,19668,620274, 5297,1096,14760,166,2503,26240,13347,516188,4218, 959,11896,128,1918,17845,182523,177969,184467,182733,186951,171143,159954,135003,217974,194251,231499,173931,135749,272595,184646,177281,159954,135003,213592,195075,1,0,178867,193525,0.4803,0.4799,0.2857,0.8571,0, 0.05148
48,2,687525, 1,0.7101,554181,0.0017995991,0.9767,0.4804,39786,580375,13358,1203,20844,222,3413,28324,26453,479563,9640, 971,16093,175,2525,18761,163267,170558,169165,171917,167090,166445,142810,127356,206963,171410,219278,152298,128890,244015,166507,169640,142810,127356,189241,185044,1,0,170201,172864,0.4961,0.4954,0.5714,0.8571,0, 0.05148
49,1,685338, 1,0.7135,562673,0.0049748499,0.9790,0.2154,19552,616005, 5272,1097,14728,165,2477,26042,13279,512624,4201, 958,11874,127,1903,17707,181633,177197,183659,181833,186130,170245,159213,134415,217006,193238,230378,173110,135117,271308,183807,176424,159213,134415,212552,194168,1,0,178027,192614,0.4803,0.4799,0.2857,0.8571,0, 0.05080
49,2,692191, 1,0.7135,558007,0.0049748499,0.9790,0.5154,39902,584644,13383,1202,20876,223,3439,28522,26521,483127,9657, 972,16115,176,2540,18899,164157,171330,169974,172817,167911,167344,143550,127944,207931,172422,220399,153120,129522,245301,167347,170497,143550,127944,190281,185950,1,0,171041,173776,0.4960,0.4954,0.5714,0.8571,0, 0.05080
50,1,690985, 1,0.7021,563342,0.0032238886,0.9733,0.3504,19736,620285, 6448,1074,14495,192,2529,26226,13238,513027,4939, 924,11510,144,1936,17624,185883,175435,187445,180693,189668,170195,163901,131469,216120,197372,230797,176171,133487,277000,187665,175440,163901,131469,216847,193469,1,0,176885,196777,0.4734,0.4728,0.2857,1.0000,0,-0.01668
50,2,686544, 1,0.7021,557338,0.0032238886,0.9733,0.1648,39718,580364,12207,1225,21109,196,3387,28338,26562,482724,8919,1006,16479,159,2507,18982,159907,173091,166188,173957,164372,167394,138862,130890,208817,168288,219981,150059,131152,239609,163489,171481,138862,130890,185985,186650,1,0,172183,169612,0.5038,0.5033,0.7143,1.0000,0,-0.01668
51,1,688258, 1,0.6332,553460,0.0007353747,0.9807,0.3171,42567,580982,11899, 895,22381,177,3368,25989,28093,479183,8581, 714,17356,138,2508,16887,177013,166934,182712,167054,184809,156484,155070,121020,206543,185936,218690,167363,122246,264876,181511,163491,155070,121020,206058,182493,1,0,165567,188254,0.4679,0.4669,0.2857,1.0000,0,-0.02777
51,2,689271, 1,0.6332,567220,0.0007353747,0.9807,0.2680,16887,619667, 6756,1404,13223,211,2548,28575,11707,516568,5277,1216,10633,165,1935,19719,168777,181592,170920,187596,169231,181104,147693,141339,218395,179725,232088,158867,142393,251733,169642,183431,147693,141339,196775,197626,1,0,183501,178135,0.5074,0.5073,0.7143,1.0000,0,-0.02777
52,1,686135, 1,0.7129,563285,0.0038177055,0.9772,0.2130,19543,616802, 5281,1084,14764,165,2495,26001,13266,513259,4212, 944,11908,127,1913,17656,181823,177389,183810,182074,186257,170506,159335,134589,217317,193427,230786,173207,135327,271612,183963,176656,159335,134589,212749,194478,1,0,178284,192782,0.4805,0.4800,0.2857,0.8571,0, 0.05095
52,2,691394, 1,0.7129,557395,0.0038177055,0.9772,0.5016,39911,583847,13374,1215,20840,223,3421,28563,26534,482492,9646, 986,16081,176,2530,18950,163967,171138,169822,172576,167783,167083,143428,127770,207620,172233,219992,153023,129312,244997,167191,170266,143428,127770,190084,185641,1,0,170785,173607,0.4959,0.4952,0.5714,0.8571,0, 0.05095
53,1,690842, 1,0.6313,555450,0.0030162704,0.9807,0.3138,42658,583284,11917, 898,22412,177,3386,26110,28142,481002,8592, 717,17377,138,2525,16957,177699,167691,183489,167757,185568,157191,155739,121660,207553,186665,219719,168063,122919,265938,182252,164213,155739,121660,206888,183397,1,0,166356,189023,0.4681,0.4671,0.2857,1.0000,0,-0.02687
53,2,686687, 1,0.6313,565230,0.0030162704,0.9807,0.2652,16796,617365, 6738,1401,13192,211,2530,28454,11658,514749,5266,1213,10612,165,1918,19649,168091,180835,170143,186893,168472,180397,147024,140699,217384,178995,231058,158167,141720,250671,168902,182709,147024,140699,195944,196721,1,0,182713,177366,0.5074,0.5073,0.7143,1.0000,0,-0.02687
54,1,687069, 1,0.6071,552041,0.0024616542,0.9807,0.3040,42367,580073,11779, 887,22248,178,3417,26120,27921,478074,8476, 706,17243,141,2539,16941,176862,167262,182659,167336,184655,156861,155411,121733,207352,186190,219415,167658,123273,264871,181392,163820,155411,121733,206239,183347,1,0,166176,188330,0.4688,0.4677,0.2857,1.0000,0,-0.02764
54,2,690460, 1,0.6071,568639,0.0024616542,0.9807,0.2505,17087,620576, 6876,1412,13356,210,2499,28444,11879,517677,5382,1224,10746,162,1904,19665,168929,181264,170973,187313,169385,180728,147352,140626,217585,179470,231363,158572,141366,251738,169762,183102,147352,140626,196593,196772,1,0,182892,178060,0.5067,0.5066,0.7143,1.0000,0,-0.02764
55,1,687381, 1,0.5961,567474,0.0020086691,0.9807,0.2558,17091,618209, 6651,1246,14560,194,2441,26989,11808,516996,5223,1083,11711,150,1868,18635,173176,185381,176836,190145,176330,181742,155195,142707,225023,184053,238941,163777,143677,261796,175447,185756,155195,142707,203209,202548,1,0,186803,184452,0.5032,0.5028,0.7143,1.0000,0,-0.03277
55,2,690148, 1,0.5961,553206,0.0020086691,0.9807,0.3663,42363,582440,12004,1053,21044,194,3475,27575,27992,478755,8635, 847,16278,153,2575,17971,172614,163145,176796,164504,177711,155847,147569,119652,199914,181607,211836,162453,120961,254813,175707,161165,147569,119652,199624,177571,1,0,162266,181937,0.4714,0.4707,0.2857,1.0000,0,-0.03277
56,1,688398, 1,0.7023,561100,0.0005321122,0.9761,0.3755,19711,617833, 6447,1073,14483,192,2513,26146,13225,510889,4940, 923,11503,144,1925,17551,185254,174444,186769,179658,188957,169257,163215,130581,214906,196658,229545,175509,132595,275978,186993,174453,163215,130581,216049,192349,1,0,175855,196049,0.4729,0.4722,0.2857,1.0000,0,-0.01769
56,2,689131, 1,0.7023,559580,0.0005321122,0.9761,0.1847,39743,582816,12208,1226,21121,196,3403,28418,26575,484862,8918,1007,16486,159,2518,19055,160537,174082,166863,174991,165083,168331,139548,131779,210031,169002,221233,150721,132044,240631,164161,172469,139548,131779,186784,187769,1,0,173213,170341,0.5042,0.5037,0.7143,1.0000,0,-0.01769
57,1,687086, 1,0.6658,560034,0.0024369723,0.9721,0.3549,19846,615982, 6499,1082,14615,199,2507,26356,13357,509306,4991, 930,11612,150,1922,17766,183087,175076,184657,180252,186267,170194,160781,131307,214940,193819,229436,172786,133067,272546,184670,175173,160781,131307,213050,192482,1,0,176325,193421,0.4769,0.4763,0.2857,0.8571,0, 0.05055
57,2,690443, 1,0.6658,560646,0.0024369723,0.9721,0.1603,39608,584667,12156,1217,20989,189,3409,28208,26443,486445,8867,1000,16377,153,2521,18840,162703,173450,168975,174398,167773,167394,141983,131052,209997,171842,221341,153444,131572,244063,166484,171748,141983,131052,189783,187637,1,0,172743,172969,0.4997,0.4992,0.5714,0.8571,0, 0.05055
58,1,691645, 1,0.6307,556148,0.0041821261,0.9818,0.3311,42590,584069,11935, 907,22404,177,3395,26168,28092,481703,8605, 725,17373,139,2532,16979,177596,168575,183648,168581,185664,158013,156087,122380,208711,186632,220929,167984,123661,266277,182302,165056,156087,122380,206964,184433,1,0,167264,189127,0.4693,0.4683,0.2857,1.0000,0,-0.02632
58,2,685884, 1,0.6307,564532,0.0041821261,0.9818,0.2470,16864,616580, 6720,1392,13200,211,2521,28396,11708,514048,5253,1205,10616,164,1911,19627,168195,179951,169985,186069,168376,179575,146677,139979,216227,179028,229849,158245,140978,250333,168851,181865,146677,139979,195869,195685,1,0,181804,177263,0.5063,0.5062,0.7143,1.0000,0,-0.02632
59,1,690026, 1,0.6319,554823,0.0018315404,0.9829,0.3610,42569,582550,11932, 905,22397,177,3392,26104,28075,480454,8603, 723,17366,139,2529,16934,177123,168081,183112,168072,185146,157518,155583,121952,208090,186068,220290,167440,123240,265533,181793,164557,155583,121952,206347,183874,1,0,166749,188572,0.4693,0.4682,0.2857,1.0000,0,-0.02694
59,2,687503, 1,0.6319,565857,0.0018315404,0.9829,0.2573,16885,618099, 6723,1394,13207,211,2524,28460,11725,515297,5255,1207,10623,164,1914,19672,168668,180446,170520,186577,168894,180070,147181,140407,216848,179592,230487,158789,141399,251076,169360,182365,147181,140407,196486,196245,1,0,182319,177818,0.5063,0.5061,0.7143,1.0000,0,-0.02694
60,1,691544, 1,0.5991,570487,0.0040354867,0.9761,0.2245,17375,621930, 6672,1245,14591,196,2455,27080,11990,519722,5244,1083,11733,152,1869,18694,174269,186012,177660,190889,177416,182243,155668,143178,225963,184876,239888,164515,144338,262840,176448,186381,155668,143178,204077,203398,1,0,187502,185321,0.5029,0.5025,0.7143,1.0000,0,-0.03377
60,2,685985, 1,0.5991,550193,0.0040354867,0.9761,0.3058,42079,578719,11983,1054,21013,192,3461,27484,27810,476029,8614, 847,16256,151,2574,17912,171521,162515,175972,163760,176624,155346,147096,119181,198974,180784,210889,161714,120300,253769,174706,160540,147096,119181,198755,176721,1,0,161567,181068,0.4715,0.4708,0.2857,1.0000,0,-0.03377
61,1,691210, 1,0.7044,563469,0.0035505605,0.9755,0.3481,19746,620468, 6452,1079,14502,192,2534,26237,13248,513121,4943, 929,11517,144,1942,17625,186016,175185,187478,180464,189715,169982,163892,131201,215807,197498,230508,176262,133240,277074,187736,175210,163892,131201,216945,193186,1,0,176627,196848,0.4729,0.4723,0.2857,1.0000,0,-0.01677
61,2,686319, 1,0.7044,557211,0.0035505605,0.9755,0.1746,39708,580181,12203,1220,21102,196,3382,28327,26552,482630,8915,1001,16472,159,2501,18981,159775,173342,166155,174185,164325,167607,138871,131158,209130,168162,220269,149967,131399,239535,163418,171712,138871,131158,185888,186933,1,0,172442,169542,0.5042,0.5038,0.7143,1.0000,0,-0.01677
62,1,689108, 1,0.6577,562614,0.0004987191,0.9642,0.1467,19619,618761, 6696,1098,14317,191,2524,25902,13249,512301,5229, 952,11366,148,1924,17445,182540,176303,184304,181427,186493,170782,160487,133069,216718,193839,231384,172705,134915,272486,184445,176170,160487,133069,213010,194340,1,0,177800,193265,0.4792,0.4786,0.2857,0.8571,0, 0.05085
62,2,688421, 1,0.6577,558066,0.0004987191,0.9642,0.2082,39835,581888,11959,1201,21287,197,3392,28662,26551,483450,8629, 978,16623,155,2519,19161,163250,172224,169328,173222,167547,166807,142277,129290,208219,171821,219393,153525,129724,244123,166708,170751,142277,129290,189823,185779,1,0,171269,173125,0.4973,0.4967,0.5714,0.8571,0, 0.05085
63,1,685740, 1,0.6350,551408,0.0043911961,0.9824,0.3517,42434,578697,11912, 897,22358,177,3359,25906,28002,477315,8592, 715,17340,139,2501,16804,175934,166854,181809,166891,183875,156331,154471,120954,206516,184798,218683,166235,122198,263730,180539,163358,154471,120954,204920,182466,1,0,165489,187265,0.4691,0.4681,0.2857,1.0000,0,-0.02845
63,2,691789, 1,0.6350,569272,0.0043911961,0.9824,0.2599,17020,621952, 6743,1402,13246,211,2557,28658,11798,518436,5266,1215,10649,164,1942,19802,169856,181672,171823,187759,170165,181258,148292,141406,218422,180863,232094,159995,142441,252879,170614,183563,148292,141406,197912,197653,1,0,183579,179125,0.5061,0.5060,0.7143,1.0000,0,-0.02845
64,1,690172, 1,0.7100,566611,0.0020435141,0.9790,0.2166,19632,620516, 5290,1097,14749,165,2492,26231,13332,516332,4215, 958,11895,127,1913,17839,183194,178127,185190,182859,187575,171297,160514,135105,218200,194956,231735,174602,135761,273558,185319,177427,160514,135105,214372,195233,1,0,179012,194228,0.4796,0.4792,0.2857,0.8571,0, 0.05183
64,2,687357, 1,0.7100,554069,0.0020435141,0.9790,0.5099,39822,580133,13365,1202,20855,223,3424,28333,26468,479419,9643, 972,16094,176,2530,18767,162597,170399,168442,171791,166466,166292,142249,127254,206738,170704,219042,151628,128878,243052,165834,169494,142249,127254,188461,184886,1,0,170057,172162,0.4969,0.4962,0.5714,0.8571,0, 0.05183
