draw,district,total_pop,chain,total_vap,plan_dev,comp_edge,comp_polsby,pop_hisp,pop_white,pop_black,pop_aian,pop_asian,pop_nhpi,pop_other,pop_two,vap_hisp,vap_white,vap_black,vap_aian,vap_asian,vap_nhpi,vap_other,vap_two,pre_16_dem_cli,pre_16_rep_tru,uss_16_dem_sch,uss_16_rep_car,uss_18_dem_hir,uss_18_rep_cur,gov_18_dem_ige,gov_18_rep_tup,pre_20_dem_bid,pre_20_rep_tru,arv_16,adv_16,arv_18,adv_18,arv_20,adv_20,county_splits,muni_splits,ndv,nrv,ndshare,e_dvs,pr_dem,e_dem,pbias,egap
42,1,724194, 1,575675,0.0047297033,0.9708,0.25784,69302,117832,13986, 804,301660,70736,2284,147590,46752,103618,11562, 703,259879,50828,1807,100526,122177,65522,142238,47100,123372,57616,109847,66628,166738,100004,56307,132207,62115,116608,100004,166738,1,1,132874,67375,0.6635,0.6663,1,2,0,-0.1179
42,2,731077, 1,580230,0.0047297033,0.9708,0.06823,69621,196533, 7891,1517,229898,78318,2999,144300,46355,172006, 6497,1297,198389,54390,2417, 98879,144719,63324,164370,45548,152944,54415,135086,65099,199390, 96860,54425,154541,59749,144014, 96860,199390,1,1,159303,65050,0.7101,0.7128,1,2,0,-0.1179
43,1,727151, 1,569475,0.0006658554,0.9748,0.34436,75340,127461,16783, 875,284747,70322,2276,149347,50137,107810,13564, 762,243902,50069,1791,101440,112550,63773,133180,44925,116189,56507,102812,65603,157013,100501,54343,122864,61047,109499,100501,157013,1,1,124348,66261,0.6524,0.6558,1,2,0,-0.1179
43,2,728120, 1,586430,0.0006658554,0.9748,0.07104,63583,186904, 5094,1446,246811,78732,3007,142543,42970,167814, 4495,1238,214366,55149,2433, 97965,154346,65074,173429,47722,160127,55524,142122,66123,209115, 96363,56389,163884,60818,151122, 96363,209115,1,1,167829,66163,0.7172,0.7194,1,2,0,-0.1179
44,1,724666, 1,566423,0.0040810268,0.9677,0.26045,69769,112164,15908, 820,307348,75191,2086,141380,46250, 95582,12836, 712,261464,52867,1621, 95091,110453,62861,130283,44272,112829,55063, 99627,64212,152098,100143,53562,120367,59630,106226,100143,152098,1,1,121057,65309,0.6496,0.6534,1,2,0,-0.1179
44,2,730605, 1,589482,0.0040810268,0.9677,0.06802,69154,202201, 5969,1501,224210,73863,3197,150510,46857,180042, 5223,1288,196804,52351,2603,104314,156443,65985,176326,48375,163487,56969,145307,67515,214031, 96721,57171,166381,62234,154396, 96721,214031,1,1,171120,67115,0.7183,0.7202,1,2,0,-0.1179
45,1,727699, 1,564558,0.0000872690,0.9860,0.37788,74277,120637,16173, 813,290118,75244,2190,148247,49034,101175,12945, 707,246159,52881,1716, 99941,110196,62724,131232,43632,113389,55255,100046,64691,150532, 99113,53174,120713,59964,106716, 99113,150532,1,1,121079,65082,0.6504,0.6541,1,2,0,-0.1179
45,2,727572, 1,591347,0.0000872690,0.9860,0.07185,64646,193728, 5704,1508,241440,73810,3093,143643,44073,174449, 5114,1293,212109,52337,2508, 99464,156700,66122,175377,49015,162927,56777,144887,67036,215597, 97751,57559,166035,61901,153905, 97751,215597,1,1,171098,67342,0.7176,0.7196,1,2,0,-0.1179
46,1,727080, 1,583036,0.0007634317,0.9792,0.22139,64861,143325,14233, 887,291529,71703,2520,138022,44602,124149,11587, 783,253231,51022,2009, 95653,126850,62274,144849,45784,126600,55116,113147,63429,172474, 91949,54026,135847,59266,119873, 91949,172474,1,0,136785,63710,0.6822,0.6841,1,2,0,-0.1179
46,2,728191, 1,572869,0.0007634317,0.9792,0.06764,74062,171040, 7644,1434,240029,77351,2763,153868,48505,151475, 6472,1217,205037,54196,2215,103752,140046,66573,161760,46863,149716,56916,131786,68298,193654,104914,56707,150900,62599,140749,104914,193654,1,0,155392,68714,0.6934,0.6970,1,2,0,-0.1179
47,1,728072, 1,571414,0.0005998883,0.9764,0.38395,74366,135432,14370, 810,275563,69043,2420,156068,49510,116226,11715, 705,236262,49637,1894,105465,122501,68520,144342,49149,125483,61118,111573,70592,168338,103279,58830,133420,65849,118526,103279,168338,1,1,134448,70531,0.6559,0.6584,1,2,0,-0.1179
47,2,727199, 1,584491,0.0005998883,0.9764,0.07188,64557,178933, 7507,1511,255995,80011,2863,135822,43597,159398, 6344,1295,222006,55581,2330, 93940,144395,60326,162266,43498,150833,50914,133360,61134,197790, 93585,51903,153328,56016,142095, 93585,197790,1,1,157729,61893,0.7182,0.7212,1,2,0,-0.1179
48,1,730750, 1,568109,0.0042803024,0.9816,0.34823,71969,111904,16294, 796,306843,77160,2080,143704,47574, 94117,13062, 687,260274,54180,1603, 96612,112568,63680,133269,44628,115229,55793,102001,65106,153427,100451,54148,122917,60442,108614,100451,153427,1,1,123299,65930,0.6516,0.6553,1,2,0,-0.1179
48,2,724521, 1,587796,0.0042803024,0.9816,0.07091,66954,202461, 5583,1525,224715,71894,3203,148186,45533,181507, 4997,1313,197994,51038,2621,102793,154328,65167,173340,48019,161087,56238,142932,66620,212701, 96413,56584,163830,61423,152008, 96413,212701,1,1,168878,66494,0.7175,0.7195,1,2,0,-0.1179
49,1,728700, 1,585852,0.0014629578,0.9756,0.21571,61359,138059,12217, 847,302371,71067,2427,140353,42052,120064,10129, 747,262489,50841,1917, 97613,130692,64303,149394,47199,130726,57075,116981,65633,178189, 95330,55749,140042,61348,123853, 95330,178189,1,0,141197,65908,0.6818,0.6837,1,2,0,-0.1179
49,2,726571, 1,570053,0.0014629578,0.9756,0.06722,77564,176306, 9660,1474,229187,77987,2856,151537,51055,155560, 7930,1253,195779,54377,2307,101792,136204,64544,157215,45448,145590,54956,127952,66094,187939,101534,54984,146706,60517,136769,101534,187939,1,0,150980,66516,0.6942,0.6978,1,2,0,-0.1179
50,1,725270, 1,564069,0.0032509409,0.9856,0.43990,75289,130150,16097, 820,275603,70992,2292,154027,49664,109634,12882, 713,234916,50675,1793,103792,116499,66857,138347,47416,119722,59290,106127,68662,159889,102526,57131,127421,63968,112924,102526,159889,1,1,128117,68948,0.6501,0.6531,1,2,0,-0.1179
50,2,730001, 1,591836,0.0032509409,0.9856,0.07300,63634,184215, 5780,1501,255955,78062,2991,137863,43443,165990, 5177,1287,223352,54543,2431, 95613,150397,61989,168261,45231,156594,52741,138806,63065,206239, 94338,53602,159326,57896,147698, 94338,206239,1,1,164060,63476,0.7210,0.7236,1,2,0,-0.1179
51,1,724434, 1,562998,0.0043998678,0.9792,0.32018,73270,107817,16249, 815,300388,79015,2039,144841,48493, 90525,13021, 709,255206,55612,1583, 97849,107895,60917,128362,41987,110889,53090, 97555,62712,146622, 97199,51447,118127,57892,104221, 97199,146622,1,1,118264,63180,0.6518,0.6558,1,2,0,-0.1179
51,2,730837, 1,592907,0.0043998678,0.9792,0.07028,65653,206548, 5628,1506,231170,70039,3244,147049,44614,185099, 5038,1291,203062,49606,2641,101556,159001,67930,178247,50660,165427,58941,147378,69015,219507, 99665,59286,168620,63972,156401, 99665,219507,1,1,173913,69244,0.7152,0.7171,1,2,0,-0.1179
52,1,730144, 1,573071,0.0034474679,0.9704,0.34128,76257,134813,16974, 888,279164,69554,2417,150077,51024,114763,13704, 781,239514,49745,1910,101630,111418,63734,131807,45008,114536,56379,101319,65344,155470, 99780,54366,121611,60853,107926, 99780,155470,1,1,122909,66048,0.6505,0.6537,1,2,0,-0.1179
52,2,725127, 1,582834,0.0034474679,0.9704,0.07081,62666,179552, 4903,1433,252394,79500,2866,141813,42083,160861, 4355,1219,218754,55473,2314, 97775,155478,65113,174802,47639,161780,55652,143614,66383,210658, 97084,56366,165136,61012,152696, 97084,210658,1,1,169268,66376,0.7183,0.7206,1,2,0,-0.1179
53,1,726269, 1,576038,0.0018780007,0.9772,0.32976,71306,134310,13902, 831,285243,68724,2484,149469,48154,117042,11517, 723,245818,49418,1984,101382,125121,67700,145786,49080,127798,60650,113711,69875,173114,103006,58388,135452,65256,120753,103006,173114,1,1,137106,70063,0.6618,0.6643,1,2,0,-0.1179
53,2,729002, 1,579867,0.0018780007,0.9772,0.07072,67617,180055, 7975,1490,246315,80330,2799,142421,44953,158582, 6542,1277,212450,55800,2240, 98023,141775,61146,160823,43567,148518,51382,131222,61852,193015, 93858,52345,151295,56608,139869, 93858,193015,1,1,155071,62361,0.7132,0.7162,1,2,0,-0.1179
54,1,726851, 1,563931,0.0010781497,0.9788,0.36252,74821,121488,16304, 834,285411,76997,2202,148794,49426,101933,13062, 726,242550,54107,1728,100399,107121,61573,127677,42890,110400,54209, 97117,63647,146741, 97741,52227,117397,58920,103757, 97741,146741,1,1,117811,64011,0.6479,0.6517,1,2,0,-0.1179
54,2,728420, 1,591974,0.0010781497,0.9788,0.07138,64102,192877, 5573,1487,246147,72057,3081,143096,43681,173691, 4997,1274,215718,51111,2496, 99006,159775,67273,178932,49757,165916,57823,147817,68080,219387, 99123,58505,169350,62945,156865, 99123,219387,1,1,174366,68413,0.7182,0.7202,1,2,0,-0.1179
55,1,725813, 1,562708,0.0025046881,0.9832,0.36987,74301,120261,16195, 817,288369,76098,2185,147587,49042,100783,12957, 711,244615,53369,1715, 99516,109198,62318,130043,43355,112339,54907, 98995,64342,149199, 98768,52832,119620,59616,105666, 98768,149199,1,1,119955,64737,0.6495,0.6532,1,2,0,-0.1179
55,2,729458, 1,593197,0.0025046881,0.9832,0.07168,64622,194104, 5682,1504,243189,72956,3098,144303,44065,174841, 5102,1289,213653,51849,2509, 99889,157698,66529,176565,49292,163977,57125,145938,67385,216929, 98096,57901,167128,62249,154956, 98096,216929,1,1,172222,67687,0.7179,0.7199,1,2,0,-0.1179
56,1,724820, 1,562900,0.0038693824,0.9792,0.33261,74426,120648,16165, 823,286485,75439,2213,148621,49144,101257,12959, 714,243531,53241,1735,100319,109121,62273,129883,43390,112298,54890, 99001,64268,149365, 98397,52827,119501,59571,105649, 98397,149365,1,1,119934,64642,0.6498,0.6534,1,2,0,-0.1179
56,2,730451, 1,593005,0.0038693824,0.9792,0.07057,64497,193717, 5712,1498,245073,73615,3070,143269,43963,174367, 5100,1286,214737,51977,2489, 99086,157775,66573,176725,49257,164018,57141,145932,67459,216763, 98467,57905,167246,62293,154973, 98467,216763,1,1,172243,67782,0.7176,0.7197,1,2,0,-0.1179
57,1,724898, 1,576637,0.0037621859,0.9692,0.20242,69988,117929,15583, 886,307689,70117,2289,140417,47309,102671,12777, 779,265671,49999,1822, 95609,118904,62429,137832,44461,120531,54527,107228,63301,163964, 97809,53442,128368,58905,113877, 97809,163964,1,1,129691,64505,0.6678,0.6711,1,2,0,-0.1179
57,2,730373, 1,579268,0.0037621859,0.9692,0.06591,68935,196436, 6294,1435,223869,78937,2994,151473,45798,172953, 5282,1221,192597,55219,2402,103796,147992,66417,168777,48186,155785,57504,137706,68426,202164, 99055,57290,158379,62959,146745, 99055,202164,1,1,162486,67919,0.7052,0.7075,1,2,0,-0.1179
58,1,729188, 1,565562,0.0021336232,0.9840,0.37062,74530,121002,16162, 816,288112,77006,2192,149368,49197,101467,12939, 710,244472,54249,1712,100816,111319,63258,132566,44006,114856,55818,101161,65548,152306,100129,53628,121941,60674,108007,100129,152306,1,1,122442,65751,0.6506,0.6543,1,2,0,-0.1179
58,2,726083, 1,590343,0.0021336232,0.9840,0.07158,64393,193363, 5715,1505,243446,72048,3091,142522,43910,174157, 5120,1290,213796,50969,2512, 98589,155577,65588,174043,48641,161460,56213,143773,66178,213822, 96735,57105,164807,61190,152615, 96735,213822,1,1,169735,66673,0.7180,0.7200,1,2,0,-0.1179
59,1,726027, 1,564389,0.0022105848,0.9764,0.30230,70129,107026,15637, 781,307699,77815,1993,144947,46097, 90334,12491, 677,261070,54683,1540, 97497,113213,63707,134034,44563,115971,55805,102715,65158,154089,100422,54130,123622,60473,109341,100422,154089,1,1,124005,65929,0.6529,0.6566,1,2,0,-0.1179
59,2,729244, 1,591516,0.0022105848,0.9764,0.06945,68794,207339, 6240,1540,223859,71239,3290,146943,47010,185290, 5568,1323,197198,50535,2684,101908,153683,65139,172575,48084,160345,56227,142219,66568,212039, 96442,56603,163125,61391,151281, 96442,212039,1,1,168172,66495,0.7166,0.7187,1,2,0,-0.1179
60,1,724243, 1,568866,0.0046623619,0.9796,0.37264,73737,134913,14102, 794,273521,69206,2418,155552,49133,116024,11522, 685,234829,49769,1909,104995,125184,68556,146963,49353,128401,61283,114201,70884,171890,102981,58951,136072,66077,121300,102981,171890,1,1,137328,70611,0.6604,0.6628,1,2,0,-0.1179
60,2,731028, 1,587039,0.0046623619,0.9796,0.07167,65186,179452, 7775,1527,258037,79848,2865,136338,43974,159600, 6537,1315,223439,55449,2315, 94410,141712,60291,159645,43294,147915,50748,130732,60842,194238, 93883,51782,150676,55787,139322, 93883,194238,1,1,154849,61813,0.7147,0.7179,1,2,0,-0.1179
61,1,725258, 1,573663,0.0032674327,0.9696,0.22920,70297,132193,14014, 795,287342,67749,2442,150426,47092,114633,11502, 690,247377,48767,1932,101670,126542,67679,147340,48994,127980,59919,114214,69031,172095,101455,58334,136939,64469,121095,101455,172095,1,1,137635,69415,0.6647,0.6671,1,2,0,-0.1179
61,2,730013, 1,582242,0.0032674327,0.9696,0.06686,68626,182172, 7863,1526,244216,81305,2841,141464,46015,160991, 6557,1310,210891,56451,2292, 97735,140354,61167,159269,43653,148336,52112,130719,62696,194033, 95409,52399,149808,57396,139527, 95409,194033,1,1,154542,63009,0.7104,0.7135,1,2,0,-0.1179
62,1,727143, 1,566710,0.0006768499,0.9740,0.26817,69282,107278,15889, 774,313492,76664,2018,141746,45700, 90691,12736, 674,266209,53802,1560, 95338,110602,62430,130699,43744,112630,54364, 99699,63419,151360, 99212,53082,120649,58884,106163, 99212,151360,1,1,120998,64633,0.6518,0.6556,1,2,0,-0.1179
62,2,728128, 1,589195,0.0006768499,0.9740,0.06831,69641,207087, 5988,1547,218066,72390,3265,150144,47407,184933, 5323,1326,192059,51416,2664,104067,156294,66416,175910,48903,163686,57668,145234,68308,214768, 97652,57650,166098,62981,154459, 97652,214768,1,1,171179,67792,0.7163,0.7183,1,2,0,-0.1179
63,1,726711, 1,565406,0.0012705537,0.9824,0.43210,75598,131441,16248, 828,274243,71542,2307,154504,49921,110713,13005, 719,234133,51028,1803,104084,117198,67241,139120,47708,120368,59614,106744,68981,160898,102969,57469,128157,64290,113554,102969,160898,1,1,128866,69301,0.6503,0.6532,1,2,0,-0.1179
63,2,728560, 1,590499,0.0012705537,0.9824,0.07280,63325,182924, 5629,1493,257315,77512,2976,137386,43186,164911, 5054,1281,224135,54190,2421, 95321,149698,61605,167488,44939,155948,52418,138190,62746,205230, 93895,53264,158590,57575,147068, 93895,205230,1,1,163311,63123,0.7212,0.7238,1,2,0,-0.1179
64,1,726005, 1,565177,0.0022408198,0.9804,0.33665,72921,124474,14064, 768,283196,74808,2225,153549,48190,105798,11411, 662,241024,53045,1735,103312,117520,66536,139424,47153,120375,59110,106499,68800,159968,102029,56839,128470,63948,113437,102029,159968,1,1,128758,68725,0.6520,0.6549,1,2,0,-0.1179
64,2,729266, 1,590728,0.0022408198,0.9804,0.07044,66002,189891, 7813,1553,248362,74246,3058,138341,44917,169826, 6648,1338,217244,52173,2489, 96093,149376,62311,167185,45494,155941,52921,138434,62927,206160, 94835,53893,158277,57916,147185, 94835,206160,1,1,163419,63699,0.7195,0.7222,1,2,0,-0.1179
65,1,724497, 1,564538,0.0043132860,0.9804,0.32735,72806,109731,16525, 821,304527,75521,2034,142532,48316, 92428,13297, 714,259022,52911,1591, 96259,106138,60381,126111,41737,109301,52703, 96345,61918,146482, 97263,51054,116124,57302,102821, 97263,146482,1,1,116875,62800,0.6505,0.6546,1,2,0,-0.1179
65,2,730774, 1,591367,0.0043132860,0.9804,0.07065,66117,204634, 5352,1500,227031,73533,3249,149358,44791,183196, 4762,1286,199246,52307,2633,103146,160758,68466,180498,50910,167015,59328,148589,69808,219646, 99601,59679,170623,64563,157800, 99601,219646,1,1,175303,69624,0.7157,0.7175,1,2,0,-0.1179
66,1,728511, 1,565154,0.0012032123,0.9836,0.35974,74457,120759,16104, 811,288789,75974,2184,149433,49120,101218,12885, 705,245043,53624,1706,100853,110636,62979,131824,43845,114182,55593,100604,65248,151478, 99370,53408,121228,60412,107392, 99370,151478,1,1,121745,65406,0.6505,0.6541,1,2,0,-0.1179
66,2,726760, 1,590751,0.0012032123,0.9836,0.07130,64466,193606, 5773,1510,242769,73080,3099,142457,43987,174406, 5174,1295,213225,51594,2518, 98552,156260,65867,174784,48802,162134,56438,144330,66479,214650, 97494,57325,165519,61453,153230, 97494,214650,1,1,170432,67018,0.7178,0.7199,1,2,0,-0.1179
67,1,727335, 1,566466,0.0004129815,0.9784,0.28771,71831,104220,15948, 833,306616,79789,1963,146135,47354, 88060,12796, 723,260895,56155,1511, 98972,110061,61658,130710,42501,113313,53771, 99911,63344,150079, 98656,52075,120385,58549,106611, 98656,150079,1,1,120815,63985,0.6538,0.6578,1,2,0,-0.1179
67,2,727936, 1,589439,0.0004129815,0.9784,0.06922,67092,210145, 5929,1488,224942,69265,3320,145755,45753,187564, 5263,1277,197373,49063,2713,100433,156835,67188,175898,50146,163002,58260,145023,68382,216050, 98208,58658,166363,63316,154011, 98208,216050,1,1,171362,68439,0.7146,0.7164,1,2,0,-0.1179
68,1,724755, 1,569198,0.0039587128,0.9756,0.33871,73627,136796,14126, 822,273164,68449,2465,155306,49040,117649,11529, 716,234530,49178,1938,104618,125416,69501,147343,50041,127876,61856,113772,71350,171318,103967,59767,136378,66597,120823,103967,171318,1,1,137145,71343,0.6578,0.6602,1,2,0,-0.1179
68,2,730516, 1,586707,0.0039587128,0.9756,0.07058,65296,177569, 7751,1499,258394,80605,2818,136584,44067,157975, 6530,1284,223738,56040,2286, 94787,141480,59345,159266,42606,148440,50175,131161,60377,194810, 92897,50966,150369,55268,139799, 92897,194810,1,1,155032,61081,0.7174,0.7205,1,2,0,-0.1179
69,1,730518, 1,566885,0.0039614615,0.9824,0.35429,73585,114956,16057, 799,298184,75501,2077,149359,48541, 96680,12826, 692,252976,53239,1606,100325,113800,64813,135337,45354,116488,56777,103164,66225,154679,100776,55077,124567,61493,109825,100776,154679,1,1,124693,66788,0.6512,0.6546,1,2,0,-0.1179
69,2,724753, 1,589020,0.0039614615,0.9824,0.07097,65338,199409, 5820,1522,233374,73553,3206,142531,44566,178944, 5233,1308,205292,51979,2618, 99080,153096,64034,171271,47293,159828,55254,141769,65502,211449, 96088,55655,162181,60371,150797, 96088,211449,1,1,167484,65636,0.7184,0.7207,1,2,0,-0.1179
70,1,729588, 1,575832,0.0026833490,0.9736,0.30067,71183,130740,13881, 795,287231,69509,2428,153821,47519,113041,11374, 684,247121,50020,1914,104159,128815,68835,150127,49762,131300,61531,117039,70999,176407,104111,59295,139470,66259,124168,104111,176407,1,1,140738,71047,0.6645,0.6670,1,2,0,-0.1179
70,2,725683, 1,580073,0.0026833490,0.9736,0.06953,67740,183625, 7996,1526,244327,79545,2855,138069,45588,162583, 6685,1316,211147,55198,2310, 95246,138081,60011,156481,42886,145016,50500,127894,60728,189721, 92753,51438,147278,55605,136454, 92753,189721,1,1,151439,61377,0.7116,0.7147,1,2,0,-0.1179
71,1,728595, 1,574218,0.0013186547,0.9808,0.39424,72958,135060,13610, 815,279546,68180,2466,155960,48768,117037,11175, 703,240247,49023,1949,105316,127761,70256,149953,50596,130227,62510,116056,71973,174460,104738,60423,138856,67235,123140,104738,174460,1,1,139691,72015,0.6598,0.6621,1,2,0,-0.1179
71,2,726676, 1,581687,0.0013186547,0.9808,0.07226,65965,179305, 8267,1506,252012,80874,2817,135930,44339,158587, 6884,1297,218021,56195,2275, 94089,139135,58590,156656,42051,146089,49521,128878,59754,191668, 92126,50310,147891,54629,137482, 92126,191668,1,1,152486,60409,0.7163,0.7195,1,2,0,-0.1179
72,1,729804, 1,566544,0.0029802009,0.9800,0.35714,75071,122284,16075, 815,285550,76605,2211,151193,49564,102609,12851, 709,242942,54277,1733,101859,111125,63373,132483,44174,114772,55975,101207,65627,152403, 99346,53769,121802,60792,107988, 99346,152403,1,1,122398,65698,0.6507,0.6542,1,2,0,-0.1179
72,2,725467, 1,589361,0.0029802009,0.9800,0.07114,63852,192081, 5802,1506,246008,72449,3072,140697,43543,173015, 5208,1291,215326,50941,2491, 97546,155771,65473,174125,48473,161544,56057,143726,66099,213725, 97518,56963,164945,61072,152634, 97518,213725,1,1,169779,66726,0.7179,0.7201,1,2,0,-0.1179
73,1,725035, 1,571398,0.0035739048,0.9784,0.38867,73301,133076,14012, 811,277776,68895,2426,154738,49058,115245,11522, 703,238559,49579,1912,104820,123340,69121,145164,49618,125605,61393,111706,70745,168689,103918,59365,134251,66063,118654,103918,168689,1,1,134901,70959,0.6553,0.6578,1,2,0,-0.1179
73,2,730236, 1,584507,0.0035739048,0.9784,0.07211,65622,181289, 7865,1510,253782,80159,2857,137152,44049,160379, 6537,1297,219709,55639,2312, 94585,143556,59725,161445,43029,150711,50638,133228,60982,197439, 92946,51367,152496,55801,141968, 92946,197439,1,1,157276,61465,0.7190,0.7220,1,2,0,-0.1179
74,1,728582, 1,577914,0.0013007887,0.9736,0.25207,73450,123681,15275, 857,295801,69294,2344,147880,49654,107432,12580, 747,255151,49688,1860,100802,117892,63572,137776,45162,120175,56071,106722,65155,162913, 98580,54363,127834,60605,113447, 98580,162913,1,1,129095,65708,0.6627,0.6657,1,2,0,-0.1179
