draw,district,total_pop,chain,pop_overlap,total_vap,plan_dev,comp_edge,comp_polsby,pop_hisp,pop_white,pop_black,pop_aian,pop_asian,pop_nhpi,pop_other,pop_two,vap_hisp,vap_white,vap_black,vap_aian,vap_asian,vap_nhpi,vap_other,vap_two,pre_16_rep_tru,pre_16_dem_cli,gov_16_rep_gia,gov_16_dem_bul,atg_16_rep_fox,atg_16_dem_jen,sos_16_rep_sta,sos_16_dem_lin,uss_18_rep_ros,uss_18_dem_tes,pre_20_rep_tru,pre_20_dem_bid,uss_20_rep_dai,uss_20_dem_bul,gov_20_rep_gia,gov_20_dem_coo,atg_20_rep_knu,atg_20_dem_gra,sos_20_rep_jac,sos_20_dem_ben,arv_16,adv_16,arv_18,adv_18,arv_20,adv_20,county_splits,muni_splits,ndv,nrv,ndshare,e_dvs,pr_dem,e_dem,pbias,egap
4756,1,544559, 2,0.9282,433591,0.0045129009,0.9815,0.1269,21707,459557,1966,26569,4432,399,2373,27556,15111,374623,1469,18120,3662,305,1853,18448,134791, 98924,116490,134808,159265,91626,137382,107548,117283,138294,169217,141578,165403,154417,163450,142674,173231,140530,175195,137509,136983,108226,117283,138294,169299,143342,1,0,128790,151170,0.4600,0.4597,0.2,0.3,0,0.2064
4756,2,539666, 2,0.9282,416532,0.0045129009,0.9815,0.3747,23492,441761,3111,38023,3645,440,2001,27193,14797,352930,2312,24597,3004,337,1473,17082,144447, 78782,119622,121122,173499,67342,140088, 97311,118678,115579,174381,103205,167766,118042,165093,108183,175088,106491,177740,102106,144413, 91141,118678,115579,172014,107606,1,0,101816,155640,0.3955,0.3963,0.1,0.3,0,0.2064
4757,1,540364, 2,0.6409,424661,0.0032253453,0.9782,0.1741,20902,448512,2673,31750,4286,443,2416,29382,14227,362158,2006,21486,3530,355,1838,19061,136143, 93623,113529,133073,164881,81837,136096,105651,116045,131879,168285,128629,163279,142003,161357,131165,170815,129538,173493,125427,137663,103546,116045,131879,167446,131353,2,0,120283,150392,0.4444,0.4445,0.2,0.4,0,0.1586
4757,2,543861, 2,0.6409,425462,0.0032253453,0.9782,0.2422,24297,452806,2404,32842,3791,396,1958,25367,15681,365395,1775,21231,3136,287,1488,16469,143094, 84082,122583,122857,167883,77131,141374, 99207,119916,121993,175314,116154,169890,130456,167186,119693,177504,117483,179443,114188,143733, 95821,119916,121993,173867,119594,2,0,110324,156418,0.4136,0.4139,0.2,0.4,0,0.1586
4758,1,540623, 2,0.6406,424371,0.0027475847,0.9848,0.2810,20986,448232,2664,31961,4346,458,2351,29625,14257,361601,1990,21620,3572,370,1777,19184,134956, 94202,112320,133841,163964,82305,134783,106467,114748,132679,166781,129449,161626,143032,159693,132131,169280,130464,172025,126305,136507,104203,114748,132679,165881,132277,1,0,121088,149017,0.4483,0.4484,0.2,0.2,0,0.2580
4758,2,543602, 2,0.6406,425752,0.0027475847,0.9848,0.2955,24213,453086,2413,32631,3731,381,2023,25124,15651,365952,1791,21097,3094,272,1549,16346,144281, 83504,123792,122089,168799,76662,142686, 98391,121214,121194,176818,115334,171543,129427,168851,118726,179039,116557,180911,113310,144889, 95163,121214,121194,175432,118670,1,0,109519,157793,0.4097,0.4101,0.0,0.2,0,0.2580
4759,1,539660, 2,0.8000,432117,0.0045239687,0.9850,0.2123,22512,466232,2047,14509,4452,377,2389,27142,15659,380441,1546,10363,3684,294,1882,18248,130498,106167,110797,146123,159882,96175,132283,117736,112386,148239,164901,149402,159902,163870,157753,152608,167614,150170,171090,145479,133366,116550,112386,148239,164252,152306,1,0,137597,146711,0.4840,0.4838,0.3,0.3,0,0.1997
4759,2,544565, 2,0.8000,418006,0.0045239687,0.9850,0.3850,22687,435086,3030,50083,3625,462,1985,27607,14249,347112,2235,32354,2982,348,1444,17282,148739, 71539,125315,109807,172882,62793,145187, 87123,123575,105633,178698, 95381,173267,108589,170791, 98250,180704, 96851,181845, 94136,148029, 82817,123575,105633,177061, 98641,1,0, 93010,160100,0.3675,0.3683,0.0,0.3,0,0.1997
4760,1,541767, 2,0.7480,427523,0.0006373216,0.9823,0.1657,19920,452860,1834,32797,3794,375,2284,27903,13511,366872,1355,22256,3108,295,1756,18370,137347, 97632,114614,137836,164593,87866,135495,111714,116535,137783,170425,133472,164256,148073,162026,137422,172786,134946,175198,130935,138013,108762,116535,137783,168938,136970,0,0,125768,151327,0.4539,0.4542,0.2,0.2,0,0.2554
4760,2,542458, 2,0.7480,422600,0.0006373216,0.9823,0.1932,25279,448458,3243,31795,4283,464,2090,26846,16397,360681,2426,20461,3558,347,1570,17160,141890, 80074,121498,118094,168171,71101,141975, 93145,119426,116089,173174,111311,168914,124386,166518,113435,175533,112076,177737,108680,143383, 90605,119426,116089,172375,113977,0,0,104838,155483,0.4027,0.4030,0.0,0.2,0,0.2554
4761,1,544431, 2,0.7439,429050,0.0042767876,0.9799,0.1298,21195,453168,2619,31730,4137,444,2403,28735,14427,366885,1945,21493,3405,351,1842,18702,137664, 93674,114425,133485,163860,84202,137583,105656,115935,132071,168593,126951,162560,141280,160981,129796,170951,128033,172681,124668,138384,104254,115935,132071,167153,130146,0,0,119981,150523,0.4435,0.4438,0.2,0.4,0,0.1586
4761,2,539794, 2,0.7439,421073,0.0042767876,0.9799,0.2173,24004,448150,2458,32862,3940,395,1971,26014,15481,360668,1836,21224,3261,291,1484,16828,141573, 84032,121686,122446,168904,74766,139887, 99202,120027,121802,175006,117832,170609,131179,167562,121061,177368,118988,180254,114947,143012, 95113,120027,121802,174160,120802,0,0,110625,156287,0.4145,0.4147,0.2,0.4,0,0.1586
4762,1,541673, 2,0.5669,424814,0.0008107173,0.9785,0.3211,20456,445816,2724,36143,4163,433,2263,29675,13886,359798,2035,24407,3415,351,1701,19221,136516, 92259,113441,132428,164690,81152,135563,105404,114950,131003,166849,126077,161528,139660,159618,128954,168946,127432,171661,123317,137553,102811,114950,131003,165720,129088,1,0,118768,149376,0.4429,0.4431,0.2,0.4,0,0.1586
4762,2,542552, 2,0.5669,425309,0.0008107173,0.9785,0.1941,24743,455502,2353,28449,3914,406,2111,25074,16022,367755,1746,18310,3251,291,1625,16309,142721, 85447,122671,123503,168074,77815,141907, 99454,121011,122870,176750,118706,171642,132799,168926,121904,179373,119590,181275,116298,143843, 96556,121011,122870,175593,121860,1,0,111838,157434,0.4153,0.4156,0.2,0.4,0,0.1586
4763,1,540135, 2,0.6847,426475,0.0036477668,0.9878,0.3445,20917,452365,2704,27624,4315,457,2442,29311,14245,366110,2041,19151,3544,366,1861,19157,135833, 94449,112999,134093,164184,83124,135524,106623,115858,132615,168142,129833,162830,143446,160908,132567,170578,130833,173300,126734,137135,104571,115858,132615,167152,132683,0,0,121432,150016,0.4473,0.4475,0.2,0.3,0,0.2084
4763,2,544090, 2,0.6847,423648,0.0036477668,0.9878,0.3915,24282,448953,2373,36968,3762,382,1932,25438,15663,361443,1740,23566,3122,276,1465,16373,143404, 83257,123113,121837,168580,75843,141946, 98236,120104,121257,175456,114950,170339,129013,167636,118291,177740,116188,179635,112881,144260, 94795,120104,121257,174161,118265,0,0,109175,156795,0.4105,0.4108,0.1,0.3,0,0.2084
4764,1,542094, 2,0.6829,427967,0.0000341258,0.9875,0.3300,20930,454221,2706,27634,4321,457,2448,29377,14251,367541,2043,19161,3550,366,1865,19190,136533, 94655,113573,134472,164970,83291,136191,106914,116445,132981,168965,130082,163621,143746,161698,132836,171367,131119,174107,126983,137817,104832,116445,132981,167952,132953,0,0,121708,150747,0.4467,0.4469,0.2,0.3,0,0.2082
4764,2,542131, 2,0.6829,422156,0.0000341258,0.9875,0.3860,24269,447097,2371,36958,3756,382,1926,25372,15657,360012,1738,23556,3116,276,1461,16340,142704, 83051,122538,121458,167793,75677,141279, 97945,119516,120891,174633,114701,169548,128713,166846,118022,176952,115903,178828,112632,143578, 94535,119516,120891,173362,117994,0,0,108898,156063,0.4110,0.4113,0.1,0.3,0,0.2082
4765,1,543437, 2,0.8352,430055,0.0024432198,0.9878,0.2385,21143,462313,1858,23607,3864,384,2364,27904,14356,374210,1343,16360,3161,301,1844,18480,139301, 97775,116953,137956,166853,88117,138737,110540,119586,137695,174927,135635,169166,150151,166719,139463,177558,136755,180273,132655,140462,108597,119586,137695,173729,138932,1,0,126674,155007,0.4497,0.4499,0.2,0.2,0,0.2542
4765,2,540788, 2,0.8352,420068,0.0024432198,0.9878,0.5319,24056,439005,3219,40985,4213,455,2010,26845,15552,353343,2438,26357,3505,341,1482,17050,139936, 79931,119159,117974,165911,70850,138733, 94319,116375,116178,168671,109148,164003,122308,161825,111394,170761,110266,172663,106960,140934, 90770,116375,116178,167585,112015,1,0,103932,151803,0.4064,0.4067,0.0,0.2,0,0.2542
4766,1,539660, 2,0.8000,432117,0.0045239687,0.9850,0.2123,22512,466232,2047,14509,4452,377,2389,27142,15659,380441,1546,10363,3684,294,1882,18248,130498,106167,110797,146123,159882,96175,132283,117736,112386,148239,164901,149402,159902,163870,157753,152608,167614,150170,171090,145479,133366,116550,112386,148239,164252,152306,1,0,137597,146711,0.4840,0.4838,0.3,0.3,0,0.1997
4766,2,544565, 2,0.8000,418006,0.0045239687,0.9850,0.3850,22687,435086,3030,50083,3625,462,1985,27607,14249,347112,2235,32354,2982,348,1444,17282,148739, 71539,125315,109807,172882,62793,145187, 87123,123575,105633,178698, 95381,173267,108589,170791, 98250,180704, 96851,181845, 94136,148029, 82817,123575,105633,177061, 98641,1,0, 93010,160100,0.3675,0.3683,0.0,0.3,0,0.1997
4767,1,542153, 2,0.6524,432357,0.0000747077,0.9821,0.2535,23689,468153,2959,12151,4941,431,2503,27326,16449,380410,2259, 8803,4096,346,1944,18050,126485,106984,106067,148640,158392,95152,128785,118990,106530,148985,157532,147792,152430,162693,150511,151403,159422,149454,163704,144066,129933,117442,106530,148985,156720,151082,0,0,137416,140986,0.4936,0.4934,0.4,0.4,0,0.1505
4767,2,542072, 2,0.6524,417766,0.0000747077,0.9821,0.2644,21510,433165,2118,52441,3136,408,1871,27423,13459,347143,1522,33914,2570,296,1382,17480,152752, 70722,130044,107291,174371,63816,148685, 85868,129431,104887,186067, 96991,180739,109766,178033, 99455,188896, 97567,189232, 95549,151463, 81925,129431,104887,184593, 99865,0,0, 93190,165824,0.3598,0.3605,0.0,0.4,0,0.1505
4768,1,543847, 2,0.7793,430454,0.0031995204,0.9831,0.2710,21370,456773,2636,27318,4157,447,2472,28674,14628,370406,1988,18976,3410,351,1912,18783,138493, 93974,114929,134044,164549,84641,138182,105911,117448,132533,171241,128362,165126,142745,163295,131523,173437,129510,175626,125818,139039,104642,117448,132533,169745,131592,2,0,120906,152232,0.4427,0.4429,0.2,0.4,0,0.1586
4768,2,540378, 2,0.7793,419669,0.0031995204,0.9831,0.4949,23829,444545,2441,37274,3920,392,1902,26075,15280,357147,1793,23741,3256,291,1414,16747,140745, 83732,121183,121886,168215,74326,139288, 98948,118513,121339,172358,116421,168044,129714,165249,119334,174881,117511,177309,113796,142357, 94725,118513,121339,171568,119355,2,0,109700,154578,0.4151,0.4153,0.2,0.4,0,0.1586
4769,1,540046, 2,0.7496,426085,0.0038119394,0.9840,0.2172,19791,451241,1836,32845,3802,380,2298,27853,13427,365508,1354,22290,3118,298,1770,18320,136477, 97817,113927,137856,163789,87938,134728,111828,115631,137899,169055,133584,162914,148141,160701,137480,171486,135020,173830,131050,137231,108859,115631,137899,167597,137055,0,0,125861,150254,0.4558,0.4561,0.2,0.2,0,0.2557
4769,2,544179, 2,0.7496,424038,0.0038119394,0.9840,0.2738,25408,450077,3241,31747,4275,459,2076,26896,16481,362045,2427,20427,3548,344,1556,17210,142761, 79889,122185,118075,168974,71029,142742, 93031,120330,115974,174544,111199,170255,124318,167843,113378,176833,112002,179105,108565,144165, 90508,120330,115974,173716,113892,0,0,104745,156557,0.4009,0.4011,0.0,0.2,0,0.2557
4770,1,540970, 2,0.8143,428544,0.0021074961,0.9899,0.2319,20512,459600,1849,24720,3850,387,2333,27719,13977,372411,1350,17150,3136,308,1822,18390,139206, 97234,116450,137485,166528,87495,138176,110311,119370,136881,174030,134014,168156,148449,165854,137853,176572,135256,179185,131175,140091,108131,119370,136881,172760,137349,1,0,125615,154352,0.4487,0.4489,0.2,0.3,0,0.2070
4770,2,543255, 2,0.8143,421579,0.0021074961,0.9899,0.5219,24687,441718,3228,39872,4227,452,2041,27030,15931,355142,2431,25567,3530,334,1504,17140,140032, 80472,119662,118445,166236,71473,139294, 94548,116591,116991,169568,110769,165013,124010,162689,113005,171747,111766,173751,108440,141305, 91236,116591,116991,168554,113598,1,0,104991,152458,0.4078,0.4081,0.1,0.3,0,0.2070
4771,1,540247, 2,0.7019,425409,0.0034411677,0.9829,0.1956,20399,445951,2589,35773,4022,429,2413,28671,13896,361233,1941,24171,3297,338,1850,18683,140533, 89209,117708,128106,166024,80040,140422,100832,119548,127171,172261,122305,166876,135691,165318,124388,174829,122962,176558,119675,141172, 99546,119548,127171,171168,125004,1,0,115038,154008,0.4276,0.4278,0.2,0.4,0,0.1586
4771,2,543978, 2,0.7019,424714,0.0034411677,0.9829,0.2713,24800,455367,2488,28819,4055,410,1961,26078,16012,366320,1840,18546,3369,304,1476,16847,138704, 88496,118404,127824,166740,78927,137048,104027,116413,126701,171338,122478,166293,136768,163226,126469,173490,124059,176377,119940,140224, 99821,116413,126701,170145,125943,1,0,115569,152803,0.4306,0.4309,0.2,0.4,0,0.1586
4772,1,539969, 2,0.8055,427781,0.0039539763,0.9908,0.3257,20199,458979,1843,24804,3828,386,2335,27595,13779,371883,1344,17214,3123,304,1821,18313,139250, 97139,116373,137556,166723,87246,138178,110305,119247,136804,173904,133762,168000,148202,165677,137620,176458,135017,179043,130939,140132,108061,119247,136804,172616,137108,1,0,125459,154285,0.4485,0.4487,0.2,0.3,0,0.2070
4772,2,544256, 2,0.8055,422342,0.0039539763,0.9908,0.5675,25000,442339,3234,39788,4249,453,2039,27154,16129,355670,2437,25503,3543,338,1505,17217,139987, 80567,119739,118375,166041,71721,139292, 94553,116714,117069,169695,111021,165169,124257,162867,113238,171861,112005,173892,108676,141264, 91306,116714,117069,168697,113840,1,0,105148,152525,0.4081,0.4083,0.1,0.3,0,0.2070
4773,1,539576, 2,0.5803,420998,0.0046789181,0.9777,0.2277,20113,438356,2691,42662,4088,412,2174,29080,13597,352843,2011,28518,3348,327,1634,18720,140732, 85650,118768,122837,164432,77334,138494, 98566,117630,122557,170239,116654,164753,129870,162741,119271,172270,117569,173747,114464,140607, 96097,117630,122557,168750,119565,1,0,110477,152380,0.4203,0.4206,0.2,0.4,0,0.1586
4773,2,544649, 2,0.5803,429125,0.0046789181,0.9777,0.1910,25086,462962,2386,21930,3989,427,2200,25669,16311,374710,1770,14199,3318,315,1692,16810,138505, 92055,117344,133093,168332,81633,138976,106293,118332,131315,173359,128129,168416,142589,165803,131587,176049,129452,179189,125151,140789,103270,118332,131315,172563,131382,1,0,120129,154430,0.4375,0.4378,0.2,0.4,0,0.1586
4774,1,541846, 2,0.7847,429541,0.0004915954,0.9899,0.2867,20355,460197,1905,25128,3821,387,2334,27719,13887,373187,1389,17455,3120,304,1810,18389,139456, 97363,116250,138009,167021,87302,138203,110685,119164,137021,173922,133653,167948,148095,165639,137488,176404,134927,178957,130854,140233,108340,119164,137021,172574,137004,2,0,125540,154296,0.4486,0.4489,0.2,0.3,0,0.2069
4774,2,542379, 2,0.7847,420582,0.0004915954,0.9899,0.5783,24844,441121,3172,39464,4256,452,2040,27030,16021,354366,2392,25262,3546,338,1516,17141,139781, 80343,119862,117921,165743,71665,139267, 94174,116797,116851,169677,111130,165221,124364,162905,113369,171915,112094,173978,108761,141162, 91027,116797,116851,168739,113944,2,0,105067,152514,0.4079,0.4081,0.1,0.3,0,0.2069
4775,1,542835, 2,0.7326,427518,0.0013327492,0.9818,0.2092,21073,447539,2654,35689,4111,442,2418,28909,14343,362623,2001,24178,3371,348,1860,18794,137115, 91695,114041,131032,162610,82738,136765,103615,116011,130101,168780,125494,163033,139403,161279,128105,171182,126455,173163,122963,137633,102269,116011,130101,167488,128484,2,1,118160,150398,0.4400,0.4402,0.2,0.4,0,0.1586
4775,2,541390, 2,0.7326,422605,0.0013327492,0.9818,0.3930,24126,453779,2423,28903,3966,397,1956,25840,15565,364930,1780,18539,3295,294,1466,16736,142122, 86010,122071,124899,170154,76230,140705,101244,119950,123771,174819,119289,170137,133056,167265,122753,177136,120567,179773,116652,143763, 97098,119950,123771,173826,122463,2,1,112446,156413,0.4182,0.4185,0.2,0.4,0,0.1586
4776,1,544772, 2,0.6631,427395,0.0049058083,0.9823,0.2837,20543,449422,2581,35886,4112,442,2432,29354,13951,362677,1934,24235,3379,351,1865,19003,141331, 89189,118052,128762,167776,79377,140790,101352,120231,127734,173864,123002,168470,136580,166704,125405,176320,123850,178441,120246,141988, 99670,120231,127734,172760,125817,2,0,115550,155198,0.4268,0.4270,0.2,0.4,0,0.1586
4776,2,539453, 2,0.6631,422728,0.0049058083,0.9823,0.2831,24656,451896,2496,28706,3965,397,1942,25395,15957,364876,1847,18482,3287,291,1461,16527,137906, 88517,118060,127168,164988,79590,136680,103507,115730,126139,169735,121781,164700,135879,161839,125453,171998,123171,174494,119369,139408, 99697,115730,126139,168553,125130,2,0,115057,151613,0.4315,0.4317,0.2,0.4,0,0.1586
4777,1,541218, 2,0.6837,425906,0.0016500265,0.9831,0.2754,20319,446863,2592,35798,4046,431,2418,28751,13818,361707,1950,24198,3319,340,1857,18717,140838, 88971,117754,127972,166238,79802,140501,100714,119810,126871,172853,121976,167444,135375,165820,124130,175375,122630,177103,119383,141333, 99364,119810,126871,171719,124699,1,0,114782,154373,0.4265,0.4267,0.2,0.4,0,0.1586
4777,2,543007, 2,0.6837,424217,0.0016500265,0.9831,0.2226,24880,454455,2485,28794,4031,408,1956,25998,16090,365846,1831,18519,3347,302,1469,16813,138399, 88734,118358,127958,166526,79166,136969,104145,116151,127001,170746,122807,165726,137084,162724,126727,172943,124391,175832,120232,140062,100003,116151,127001,169594,126248,1,0,115824,152437,0.4318,0.4320,0.2,0.4,0,0.1586
4778,1,544821, 2,0.9674,435767,0.0049961954,0.9872,0.2395,22339,471978,1965,14012,4465,395,2466,27201,15546,384535,1454,10041,3679,303,1925,18284,135455,100418,116616,137370,161025,92514,137928,109589,117518,140449,171228,142831,166791,156400,164601,144910,174848,142209,177121,138830,137757,109973,117518,140449,170918,145036,0,0,130552,152313,0.4615,0.4614,0.2,0.2,0,0.2543
4778,2,539404, 2,0.9674,414356,0.0049961954,0.9872,0.5037,22860,429340,3112,50580,3612,444,1908,27548,14362,343018,2327,32676,2987,339,1401,17246,143782, 77287,119496,118560,171738,66453,139542, 95269,118443,113423,172371,101952,166378,116059,163942,105947,173471,104812,175815,100784,143639, 89394,118443,113423,170395,105911,0,0,100054,154497,0.3931,0.3938,0.0,0.2,0,0.2543
4779,1,543645, 2,0.7463,428619,0.0028269040,0.9859,0.2922,21181,451816,2651,32111,4166,443,2414,28863,14404,365895,2004,21913,3430,348,1852,18773,135747, 94005,112363,133850,161526,84848,135346,106141,114336,132568,167317,127800,161218,142174,159435,130912,169566,128974,171574,125420,136246,104710,114336,132568,165822,131057,1,0,120669,148843,0.4477,0.4480,0.2,0.2,0,0.2581
4779,2,540580, 2,0.7463,421504,0.0028269040,0.9859,0.3298,24018,449502,2426,32481,3911,396,1960,25886,15504,361658,1777,20804,3236,294,1474,16757,143490, 83701,123749,122080,171238,74120,142123, 98718,121625,121305,176282,116983,171951,130284,169109,119946,178753,118047,181362,114195,145150, 94657,121625,121305,175491,119891,1,0,109937,157968,0.4104,0.4105,0.0,0.2,0,0.2581
4780,1,542571, 2,0.5877,423353,0.0008457654,0.9788,0.1875,20257,441511,2650,42278,4083,421,2205,29166,13688,355454,1968,28099,3352,335,1661,18796,142749, 86038,120644,123273,166852,77317,140727, 98723,119631,122931,172568,117025,167157,130258,165233,119354,174885,117715,176084,114800,142743, 96338,119631,122931,171185,119830,1,0,110743,154653,0.4173,0.4176,0.2,0.4,0,0.1586
4780,2,541654, 2,0.5877,426770,0.0008457654,0.9788,0.1390,24942,459807,2427,22314,3994,418,2169,25583,16220,372099,1813,14618,3314,307,1665,16734,136489, 91668,115468,132657,165912,81651,136742,106136,116330,130941,171030,127758,166012,142201,163311,131504,173433,129306,176851,124815,138652,103029,116330,130941,170128,131117,1,0,119863,152157,0.4406,0.4409,0.2,0.4,0,0.1586
4781,1,543247, 2,0.7640,429243,0.0020927391,0.9891,0.2279,20137,457105,1857,29732,3815,383,2282,27936,13680,370396,1355,20236,3118,301,1762,18395,138136, 97854,114849,138787,165903,87710,136656,111683,117324,138026,171461,133974,165377,148620,163116,137900,174010,135371,176466,131292,138887,109008,117324,138026,170086,137432,0,0,126121,152330,0.4529,0.4532,0.2,0.2,0,0.2549
4781,2,540978, 2,0.7640,420880,0.0020927391,0.9891,0.4224,25062,444213,3220,34860,4262,456,2092,26813,16228,357157,2426,22481,3548,341,1564,17135,141101, 79852,121263,117144,166861,71257,140814, 93176,118638,115847,172138,110809,167792,123839,165428,112957,174308,111651,176469,108323,142509, 90359,118638,115847,171227,113516,0,0,104485,154481,0.4035,0.4037,0.0,0.2,0,0.2549
